"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr10",103720009,103721477,1469,"*",7.9,4.81,8.81,-3.99,5.1e-61,5.73e-57,"chr10_103720009_103721477"
"chr17",48513332,48514596,1265,"*",7.8,3.36,8.77,-5.41,6e-61,6.32e-57,"chr17_48513332_48514596"
"chr15",64806923,64809258,2336,"*",9.07,9.8,7.5,2.3,2.92e-60,2.9e-56,"chr15_64806923_64809258"
"chr4",108359628,108361602,1975,"*",8.39,6.29,9.21,-2.92,8.97e-60,8.4e-56,"chr4_108359628_108361602"
"chr9",19201955,19202897,943,"*",7.75,3.93,8.7,-4.78,1.22e-59,1.08e-55,"chr9_19201955_19202897"
"chr18",6556961,6558223,1263,"*",8.24,6.02,9.08,-3.06,1.28e-59,1.08e-55,"chr18_6556961_6558223"
"chr11",116073851,116074914,1064,"*",7.69,4.32,8.62,-4.3,3.55e-59,2.85e-55,"chr11_116073851_116074914"
"chr8",42719773,42721497,1725,"*",8.02,5.13,8.92,-3.79,6.32e-59,4.84e-55,"chr8_42719773_42721497"
"chr8",37478697,37480033,1337,"*",7.8,4.8,8.71,-3.9,7.6e-59,5.57e-55,"chr8_37478697_37480033"
"chr2",120937611,120938847,1237,"*",7.74,3.52,8.71,-5.18,1.11e-58,7.79e-55,"chr2_120937611_120938847"
"chr6",163745608,163746498,891,"*",7.77,4.84,8.68,-3.83,1.39e-58,9.39e-55,"chr6_163745608_163746498"
"chr11",44452945,44454269,1325,"*",7.8,3.71,8.75,-5.04,1.63e-58,1.05e-54,"chr11_44452945_44454269"
"chr2",226720249,226721908,1660,"*",8.07,5.36,8.96,-3.6,3.09e-58,1.93e-54,"chr2_226720249_226721908"
"chr5",154575685,154577092,1408,"*",8.08,5.19,8.98,-3.79,3.27e-58,1.97e-54,"chr5_154575685_154577092"
"chr17",75552810,75553588,779,"*",8.19,5.84,9.04,-3.21,3.87e-58,2.25e-54,"chr17_75552810_75553588"
"chr5",154517076,154518900,1825,"*",7.69,4.19,8.62,-4.44,4.2e-58,2.36e-54,"chr5_154517076_154518900"
"chr8",92627482,92628553,1072,"*",7.74,4.33,8.67,-4.34,1.15e-57,6.27e-54,"chr8_92627482_92628553"
"chr9",116437278,116438487,1210,"*",7.8,3.18,8.77,-5.59,1.69e-57,8.88e-54,"chr9_116437278_116438487"
"chr7",131619195,131621120,1926,"*",8.5,6.54,9.3,-2.76,3.09e-57,1.58e-53,"chr7_131619195_131621120"
"chr8",37555941,37557897,1957,"*",7.96,5.38,8.83,-3.45,1.77e-56,8.77e-53,"chr8_37555941_37557897"
"chr20",37331828,37332689,862,"*",8.05,5.28,8.95,-3.67,1.65e-55,7.96e-52,"chr20_37331828_37332689"
"chr10",29254333,29255177,845,"*",7.63,4.39,8.55,-4.16,2.8e-55,1.31e-51,"chr10_29254333_29255177"
"chr17",74024569,74025778,1210,"*",7.79,4.96,8.69,-3.73,3.38e-55,1.54e-51,"chr17_74024569_74025778"
"chr11",1691048,1691957,910,"*",7.61,4.24,8.54,-4.29,5.11e-55,2.26e-51,"chr11_1691048_1691957"
"chr11",76624187,76625276,1090,"*",7.69,3.07,8.66,-5.6,7.8e-55,3.37e-51,"chr11_76624187_76625276"
"chr14",58772866,58773937,1072,"*",8.02,5.52,8.89,-3.36,8.02e-55,3.38e-51,"chr14_58772866_58773937"
"chr5",150377106,150378620,1515,"*",7.89,4.95,8.79,-3.85,1.17e-54,4.8e-51,"chr5_150377106_150378620"
"chr2",173831315,173832394,1080,"*",7.59,4.29,8.51,-4.22,3.36e-54,1.35e-50,"chr2_173831315_173832394"
"chr2",43041479,43042589,1111,"*",8.71,6.82,9.5,-2.68,3.52e-54,1.38e-50,"chr2_43041479_43042589"
"chr15",66802054,66803783,1730,"*",8.45,6.6,9.23,-2.63,4.38e-54,1.67e-50,"chr15_66802054_66803783"
"chr17",41529905,41530977,1073,"*",7.8,4.46,8.72,-4.27,4.45e-54,1.67e-50,"chr17_41529905_41530977"
"chr1",14627029,14627995,967,"*",7.78,5.08,8.66,-3.58,9.89e-54,3.62e-50,"chr1_14627029_14627995"
"chr4",1784986,1785815,830,"*",7.5,3.54,8.45,-4.91,7.32e-53,2.63e-49,"chr4_1784986_1785815"
"chr11",62472083,62473136,1054,"*",7.67,4.11,8.6,-4.5,1.11e-52,3.87e-49,"chr11_62472083_62473136"
"chr10",114349328,114351144,1817,"*",8.03,5.77,8.87,-3.11,1.13e-52,3.87e-49,"chr10_114349328_114351144"
"chr13",73220903,73221801,899,"*",7.58,3.85,8.52,-4.67,1.78e-52,5.99e-49,"chr13_73220903_73221801"
"chr7",51326611,51327846,1236,"*",8.56,9.32,6.88,2.44,1.82e-52,6e-49,"chr7_51326611_51327846"
"chr3",37739277,37740265,989,"*",7.56,4.48,8.47,-3.99,3.19e-52,1.03e-48,"chr3_37739277_37740265"
"chr8",4515682,4516710,1029,"*",7.67,3.37,8.63,-5.26,4.09e-52,1.3e-48,"chr8_4515682_4516710"
"chr18",50748155,50749535,1381,"*",8.21,6.25,9.01,-2.76,6.56e-52,2.05e-48,"chr18_50748155_50749535"
"chr11",9765365,9766404,1040,"*",8.58,6.92,9.33,-2.41,1.37e-51,4.19e-48,"chr11_9765365_9766404"
"chr4",182240197,182241112,916,"*",7.99,5.64,8.84,-3.19,1.5e-51,4.5e-48,"chr4_182240197_182241112"
"chr17",74647765,74648636,872,"*",7.65,3.35,8.61,-5.26,1.63e-51,4.81e-48,"chr17_74647765_74648636"
"chr17",31571046,31571979,934,"*",7.71,3.07,8.68,-5.62,1.78e-51,5.17e-48,"chr17_31571046_31571979"
"chr11",19816966,19818286,1321,"*",7.84,8.71,5.33,3.38,3.18e-51,9.09e-48,"chr11_19816966_19818286"
"chr10",108876640,108877848,1209,"*",7.48,3.84,8.42,-4.58,3.46e-51,9.71e-48,"chr10_108876640_108877848"
"chr2",201995117,201996592,1476,"*",7.96,8.81,5.65,3.15,5.29e-51,1.46e-47,"chr2_201995117_201996592"
"chr7",130373002,130374333,1332,"*",8.25,6.4,9.04,-2.63,3.06e-50,8.32e-47,"chr7_130373002_130374333"
"chr1",202074911,202077301,2391,"*",7.94,5.28,8.82,-3.55,8.18e-50,2.19e-46,"chr1_202074911_202077301"
"chr5",139981891,139983480,1590,"*",7.89,5.6,8.74,-3.14,1.08e-49,2.85e-46,"chr5_139981891_139983480"
"chr10",47038903,47040026,1124,"*",7.43,3.93,8.37,-4.44,1.43e-49,3.71e-46,"chr10_47038903_47040026"
"chr1",58899030,58899800,771,"*",7.5,3.42,8.46,-5.04,3.4e-49,8.69e-46,"chr1_58899030_58899800"
"chr3",15305296,15306038,743,"*",7.82,5.39,8.68,-3.29,3.73e-49,9.38e-46,"chr3_15305296_15306038"
"chr6",51841724,51843364,1641,"*",8.03,5.79,8.87,-3.08,4.09e-49,1.01e-45,"chr6_51841724_51843364"
"chr5",81167112,81168323,1212,"*",7.47,4.22,8.39,-4.17,4.14e-49,1.01e-45,"chr5_81167112_81168323"
"chr1",154431866,154433602,1737,"*",7.87,5.41,8.74,-3.33,4.76e-49,1.15e-45,"chr1_154431866_154433602"
"chr16",84952116,84953296,1181,"*",8.35,6.39,9.16,-2.77,5.05e-49,1.2e-45,"chr16_84952116_84953296"
"chr3",150106220,150107903,1684,"*",8.25,6.45,9.03,-2.58,6.44e-49,1.51e-45,"chr3_150106220_150107903"
"chr8",138876521,138877462,942,"*",7.71,5.16,8.58,-3.42,8.3e-49,1.91e-45,"chr8_138876521_138877462"
"chr16",85381716,85382700,985,"*",7.41,3.22,8.37,-5.14,9.32e-49,2.12e-45,"chr16_85381716_85382700"
"chr16",55499797,55500845,1049,"*",7.37,3.45,8.32,-4.87,1.51e-48,3.4e-45,"chr16_55499797_55500845"
"chr8",74270684,74272002,1319,"*",7.5,4.51,8.41,-3.9,4.85e-48,1.08e-44,"chr8_74270684_74272002"
"chr12",52924534,52926513,1980,"*",8.4,6.45,9.2,-2.75,5.1e-48,1.12e-44,"chr12_52924534_52926513"
"chr6",125557906,125559369,1464,"*",7.41,3.92,8.35,-4.43,7.57e-48,1.62e-44,"chr6_125557906_125559369"
"chr7",151428319,151429253,935,"*",7.83,5.23,8.71,-3.48,7.59e-48,1.62e-44,"chr7_151428319_151429253"
"chr5",78623883,78624599,717,"*",7.56,2.74,8.53,-5.79,1.08e-47,2.27e-44,"chr5_78623883_78624599"
"chr11",86999879,87000696,818,"*",7.53,4.11,8.46,-4.35,2.24e-47,4.66e-44,"chr11_86999879_87000696"
"chr17",7816693,7817710,1018,"*",7.44,3.08,8.4,-5.33,2.75e-47,5.65e-44,"chr17_7816693_7817710"
"chr10",78587759,78588900,1142,"*",7.72,2.32,8.7,-6.39,3.56e-47,7.22e-44,"chr10_78587759_78588900"
"chr17",32960695,32962849,2155,"*",7.44,3.88,8.38,-4.5,4.07e-47,8.17e-44,"chr17_32960695_32962849"
"chr11",57236826,57237944,1119,"*",7.55,4.8,8.44,-3.64,4.67e-47,9.26e-44,"chr11_57236826_57237944"
"chr4",98779379,98780662,1284,"*",7.44,4.19,8.37,-4.17,1.09e-46,2.14e-43,"chr4_98779379_98780662"
"chr5",78765735,78766753,1019,"*",7.35,3.44,8.3,-4.86,1.96e-46,3.76e-43,"chr5_78765735_78766753"
"chr19",2186001,2186870,870,"*",7.47,4.64,8.36,-3.72,1.96e-46,3.76e-43,"chr19_2186001_2186870"
"chr16",75732856,75734317,1462,"*",7.41,4.25,8.32,-4.08,2.44e-46,4.62e-43,"chr16_75732856_75734317"
"chr15",58331755,58332918,1164,"*",8.31,6.65,9.06,-2.41,3.14e-46,5.88e-43,"chr15_58331755_58332918"
"chr18",55748101,55749037,937,"*",7.29,3.67,8.23,-4.56,4.65e-46,8.61e-43,"chr18_55748101_55749037"
"chr5",174617412,174619074,1663,"*",7.33,3.14,8.29,-5.16,1.59e-45,2.92e-42,"chr5_174617412_174619074"
"chr1",172495720,172497701,1982,"*",8.18,6.29,8.98,-2.69,2.07e-45,3.74e-42,"chr1_172495720_172497701"
"chr16",77288338,77290240,1903,"*",7.41,3.89,8.35,-4.46,2.82e-45,5.05e-42,"chr16_77288338_77290240"
"chr6",139602195,139603376,1182,"*",7.46,3.02,8.42,-5.4,3.44e-45,6.11e-42,"chr6_139602195_139603376"
"chr13",85400944,85402036,1093,"*",7.26,3.31,8.21,-4.91,4e-45,7.03e-42,"chr13_85400944_85402036"
"chr9",86636247,86638426,2180,"*",8.24,6.53,9,-2.47,4.51e-45,7.84e-42,"chr9_86636247_86638426"
"chr4",7655020,7656257,1238,"*",7.72,5.47,8.56,-3.1,4.89e-45,8.4e-42,"chr4_7655020_7656257"
"chr2",130744390,130745266,877,"*",7.7,5.3,8.55,-3.25,8.42e-45,1.43e-41,"chr2_130744390_130745266"
"chr6",167744831,167745914,1084,"*",7.33,2.79,8.3,-5.51,8.56e-45,1.44e-41,"chr6_167744831_167745914"
"chr3",41174542,41176003,1462,"*",7.29,3.95,8.22,-4.27,9.67e-45,1.61e-41,"chr3_41174542_41176003"
"chr11",34600135,34601477,1343,"*",7.44,4.43,8.34,-3.91,1.33e-44,2.2e-41,"chr11_34600135_34601477"
"chr16",5504172,5505773,1602,"*",7.5,4.84,8.38,-3.54,1.91e-44,3.13e-41,"chr16_5504172_5505773"
"chr17",10125702,10128498,2797,"*",8.42,6.82,9.16,-2.34,2.45e-44,3.98e-41,"chr17_10125702_10128498"
"chr1",203363964,203365194,1231,"*",7.41,4.15,8.33,-4.19,2.81e-44,4.51e-41,"chr1_203363964_203365194"
"chr6",39887528,39888525,998,"*",7.38,4.54,8.28,-3.73,3.81e-44,6.06e-41,"chr6_39887528_39888525"
"chr7",132164493,132165348,856,"*",7.36,3.42,8.32,-4.9,7e-44,1.1e-40,"chr7_132164493_132165348"
"chr11",79094224,79095269,1046,"*",7.35,4.01,8.28,-4.28,9.22e-44,1.44e-40,"chr11_79094224_79095269"
"chr1",205515742,205516316,575,"*",7.29,4.03,8.22,-4.19,1.19e-43,1.84e-40,"chr1_205515742_205516316"
"chr2",9703046,9704222,1177,"*",7.37,4.22,8.29,-4.07,1.21e-43,1.85e-40,"chr2_9703046_9704222"
"chr7",130379416,130381083,1668,"*",7.57,5.06,8.43,-3.37,2.04e-43,3.09e-40,"chr7_130379416_130381083"
"chr18",58628784,58629724,941,"*",7.8,5.22,8.67,-3.45,2.3e-43,3.46e-40,"chr18_58628784_58629724"
"chr18",7157573,7158672,1100,"*",7.35,4.49,8.25,-3.76,3.08e-43,4.59e-40,"chr18_7157573_7158672"
"chr11",34302163,34303396,1234,"*",7.76,5.17,8.63,-3.47,4.98e-43,7.36e-40,"chr11_34302163_34303396"
"chr15",77526861,77529824,2964,"*",8.57,7.13,9.27,-2.15,6.31e-43,9.24e-40,"chr15_77526861_77529824"
"chr10",69847253,69848225,973,"*",7.32,4.13,8.24,-4.11,6.47e-43,9.4e-40,"chr10_69847253_69848225"
"chr5",38672089,38672902,814,"*",7.18,3.34,8.13,-4.79,1.53e-42,2.21e-39,"chr5_38672089_38672902"
"chr10",71234298,71236662,2365,"*",7.9,5.75,8.72,-2.97,1.57e-42,2.24e-39,"chr10_71234298_71236662"
"chr17",13749516,13751619,2104,"*",8.04,6.13,8.83,-2.7,1.83e-42,2.59e-39,"chr17_13749516_13751619"
"chr20",33789288,33789987,700,"*",7.41,2.55,8.38,-5.83,2.1e-42,2.95e-39,"chr20_33789288_33789987"
"chr5",179437409,179438671,1263,"*",7.5,5,8.36,-3.36,2.3e-42,3.2e-39,"chr5_179437409_179438671"
"chr4",155602312,155603912,1601,"*",7.29,3.64,8.23,-4.6,2.33e-42,3.22e-39,"chr4_155602312_155603912"
"chr1",204275856,204276839,984,"*",7.28,4.03,8.2,-4.17,2.77e-42,3.79e-39,"chr1_204275856_204276839"
"chr11",27186962,27188714,1753,"*",7.27,3.09,8.23,-5.14,9.7e-42,1.32e-38,"chr11_27186962_27188714"
"chr15",73944459,73945218,760,"*",7.2,3.88,8.12,-4.24,1.07e-41,1.44e-38,"chr15_73944459_73945218"
"chr8",48342183,48343448,1266,"*",7.78,5.35,8.64,-3.29,1.12e-41,1.49e-38,"chr8_48342183_48343448"
"chr2",235000663,235001588,926,"*",7.43,2.11,8.42,-6.31,1.22e-41,1.62e-38,"chr2_235000663_235001588"
"chr4",132495263,132496146,884,"*",7.7,8.55,5.39,3.16,2.17e-41,2.85e-38,"chr4_132495263_132496146"
"chr1",179591510,179592412,903,"*",7.43,8.32,4.64,3.67,2.48e-41,3.23e-38,"chr1_179591510_179592412"
"chr17",57517298,57519721,2424,"*",7.87,5.98,8.66,-2.68,2.59e-41,3.36e-38,"chr17_57517298_57519721"
"chr13",44396519,44398231,1713,"*",7.72,5.41,8.57,-3.15,2.86e-41,3.67e-38,"chr13_44396519_44398231"
"chr11",73271348,73272712,1365,"*",7.81,5.54,8.65,-3.11,3.35e-41,4.28e-38,"chr11_73271348_73272712"
"chr11",76577076,76579358,2283,"*",8.15,6.36,8.93,-2.57,3.49e-41,4.42e-38,"chr11_76577076_76579358"
"chr18",37835467,37836623,1157,"*",7.24,3.8,8.18,-4.38,3.95e-41,4.97e-38,"chr18_37835467_37836623"
"chr21",43332354,43334115,1762,"*",8.62,7.26,9.31,-2.05,4.02e-41,5e-38,"chr21_43332354_43334115"
"chr11",120612814,120614271,1458,"*",7.64,4.98,8.52,-3.55,4.03e-41,5e-38,"chr11_120612814_120614271"
"chr10",78194784,78196599,1816,"*",7.28,4.4,8.18,-3.78,4.28e-41,5.27e-38,"chr10_78194784_78196599"
"chr4",92256053,92257285,1233,"*",7.62,8.5,4.97,3.53,4.35e-41,5.32e-38,"chr4_92256053_92257285"
"chr15",68990111,68992477,2367,"*",8,5.98,8.81,-2.83,6.07e-41,7.36e-38,"chr15_68990111_68992477"
"chr1",220450804,220452150,1347,"*",7.24,3.85,8.17,-4.32,6.5e-41,7.83e-38,"chr1_220450804_220452150"
"chr4",91064204,91065068,865,"*",7.78,5.68,8.6,-2.92,7.28e-41,8.7e-38,"chr4_91064204_91065068"
"chr2",218258796,218259868,1073,"*",7.7,5.21,8.57,-3.36,7.69e-41,9.13e-38,"chr2_218258796_218259868"
"chr8",129077131,129078298,1168,"*",7.38,4.83,8.25,-3.42,8.34e-41,9.82e-38,"chr8_129077131_129078298"
"chr3",141083953,141084714,762,"*",7.25,4.38,8.15,-3.77,8.59e-41,1e-37,"chr3_141083953_141084714"
"chr2",233360349,233361758,1410,"*",7.6,4.74,8.5,-3.76,1.1e-40,1.28e-37,"chr2_233360349_233361758"
"chr9",106920966,106922260,1295,"*",7.58,5.22,8.43,-3.21,1.29e-40,1.49e-37,"chr9_106920966_106922260"
"chr17",35788472,35789261,790,"*",7.18,2.92,8.14,-5.23,1.37e-40,1.57e-37,"chr17_35788472_35789261"
"chr7",101293371,101295002,1632,"*",8.37,9.1,6.86,2.24,1.48e-40,1.68e-37,"chr7_101293371_101295002"
"chr3",65039387,65040312,926,"*",7.27,2.45,8.24,-5.79,1.59e-40,1.8e-37,"chr3_65039387_65040312"
"chr5",94361885,94362852,968,"*",7.69,8.52,5.51,3.02,1.78e-40,2e-37,"chr5_94361885_94362852"
"chr17",48521840,48523340,1501,"*",7.81,5.89,8.61,-2.73,1.81e-40,2.02e-37,"chr17_48521840_48523340"
"chr7",33722086,33723164,1079,"*",7.74,5.69,8.55,-2.87,1.89e-40,2.1e-37,"chr7_33722086_33723164"
"chr17",964978,965919,942,"*",7.44,4.93,8.31,-3.37,1.93e-40,2.13e-37,"chr17_964978_965919"
"chr9",134602418,134603265,848,"*",7.4,4.19,8.32,-4.13,2.03e-40,2.22e-37,"chr9_134602418_134603265"
"chr17",47208681,47210653,1973,"*",7.64,5.47,8.47,-3,2.48e-40,2.69e-37,"chr17_47208681_47210653"
"chr5",147882595,147883408,814,"*",7.32,4.53,8.22,-3.69,2.76e-40,2.98e-37,"chr5_147882595_147883408"
"chr7",47763008,47764036,1029,"*",7.23,3.76,8.16,-4.39,3.05e-40,3.28e-37,"chr7_47763008_47764036"
"chr14",64706167,64707260,1094,"*",8.46,6.96,9.18,-2.21,4.13e-40,4.41e-37,"chr14_64706167_64707260"
"chr7",6077125,6077783,659,"*",7.32,4.66,8.2,-3.55,4.66e-40,4.94e-37,"chr7_6077125_6077783"
"chr14",49999259,50001762,2504,"*",8.67,7.23,9.38,-2.15,4.75e-40,5e-37,"chr14_49999259_50001762"
"chr15",72967545,72968372,828,"*",7.23,2.59,8.2,-5.61,5.85e-40,6.13e-37,"chr15_72967545_72968372"
"chr16",68656451,68657290,840,"*",7.5,4.56,8.4,-3.84,6.37e-40,6.62e-37,"chr16_68656451_68657290"
"chr1",15214244,15215084,841,"*",7.14,4,8.06,-4.06,6.48e-40,6.7e-37,"chr1_15214244_15215084"
"chr11",65212394,65214275,1882,"*",7.78,8.59,5.75,2.84,6.9e-40,7.09e-37,"chr11_65212394_65214275"
"chr3",139758435,139759742,1308,"*",7.54,5.19,8.4,-3.21,8.3e-40,8.48e-37,"chr3_139758435_139759742"
"chr8",39581439,39582155,717,"*",7.36,4.58,8.25,-3.66,1.04e-39,1.06e-36,"chr8_39581439_39582155"
"chr6",161254496,161255365,870,"*",7.22,4.22,8.13,-3.91,1.61e-39,1.62e-36,"chr6_161254496_161255365"
"chr10",114322096,114323315,1220,"*",7.08,3.02,8.03,-5.02,2.53e-39,2.54e-36,"chr10_114322096_114323315"
"chr7",128356583,128357794,1212,"*",7.32,4.76,8.19,-3.44,2.69e-39,2.68e-36,"chr7_128356583_128357794"
"chr11",114219588,114220431,844,"*",7.18,2.47,8.15,-5.68,2.99e-39,2.96e-36,"chr11_114219588_114220431"
"chr3",37504218,37505235,1018,"*",7.13,2.75,8.09,-5.34,3.15e-39,3.1e-36,"chr3_37504218_37505235"
"chr2",159030626,159031459,834,"*",8.01,6.34,8.77,-2.42,3.46e-39,3.39e-36,"chr2_159030626_159031459"
"chr1",209349201,209350391,1191,"*",7.35,4.82,8.22,-3.4,4.19e-39,4.08e-36,"chr1_209349201_209350391"
"chr22",32880833,32882663,1831,"*",7.66,5.26,8.52,-3.26,4.76e-39,4.61e-36,"chr22_32880833_32882663"
"chr2",239574023,239575224,1202,"*",7.04,3.35,7.98,-4.64,4.93e-39,4.75e-36,"chr2_239574023_239575224"
"chr12",51371319,51372254,936,"*",8.38,6.84,9.11,-2.28,5.56e-39,5.32e-36,"chr12_51371319_51372254"
"chr16",88303944,88304830,887,"*",7.13,2.65,8.1,-5.45,7.23e-39,6.88e-36,"chr16_88303944_88304830"
"chr10",103732617,103733529,913,"*",7.4,4.79,8.28,-3.5,8.95e-39,8.47e-36,"chr10_103732617_103733529"
"chr3",14725811,14726677,867,"*",7.12,4.08,8.03,-3.95,9.07e-39,8.54e-36,"chr3_14725811_14726677"
"chr11",125154018,125155059,1042,"*",7.28,4.16,8.2,-4.04,9.93e-39,9.3e-36,"chr11_125154018_125155059"
"chr15",67178085,67179359,1275,"*",7.1,3.22,8.05,-4.82,1.09e-38,1.01e-35,"chr15_67178085_67179359"
"chr22",28111829,28113147,1319,"*",7.9,6.06,8.68,-2.62,1.24e-38,1.15e-35,"chr22_28111829_28113147"
"chr12",52895380,52897019,1640,"*",7.63,5.59,8.44,-2.86,1.88e-38,1.73e-35,"chr12_52895380_52897019"
"chr4",54197130,54198534,1405,"*",7.26,4.57,8.14,-3.57,1.89e-38,1.73e-35,"chr4_54197130_54198534"
"chr4",144947682,144948621,940,"*",7.58,5.49,8.41,-2.92,2.07e-38,1.88e-35,"chr4_144947682_144948621"
"chr3",155362504,155363925,1422,"*",7.69,8.51,5.54,2.98,2.1e-38,1.9e-35,"chr3_155362504_155363925"
"chr17",58364169,58366013,1845,"*",7.62,5.45,8.45,-3.01,2.18e-38,1.97e-35,"chr17_58364169_58366013"
"chr8",25677400,25678014,615,"*",7.29,4.53,8.18,-3.65,2.38e-38,2.14e-35,"chr8_25677400_25678014"
"chr12",115209266,115209681,416,"*",7.05,3.31,8,-4.69,2.74e-38,2.45e-35,"chr12_115209266_115209681"
"chr1",221509873,221512274,2402,"*",7.44,4.99,8.3,-3.31,2.92e-38,2.59e-35,"chr1_221509873_221512274"
"chr9",123375498,123376624,1127,"*",7.99,5.99,8.79,-2.8,3.8e-38,3.36e-35,"chr9_123375498_123376624"
"chr18",59569830,59571064,1235,"*",7.47,5.23,8.31,-3.08,4.57e-38,4.01e-35,"chr18_59569830_59571064"
"chr6",4224083,4225813,1731,"*",7.21,4.2,8.12,-3.92,4.8e-38,4.19e-35,"chr6_4224083_4225813"
"chr3",95036577,95037824,1248,"*",7.73,5.65,8.54,-2.89,5.55e-38,4.82e-35,"chr3_95036577_95037824"
"chr16",86300860,86301557,698,"*",7.58,5.23,8.43,-3.2,8.02e-38,6.93e-35,"chr16_86300860_86301557"
"chr11",15900835,15901864,1030,"*",7.41,4.77,8.29,-3.52,8.17e-38,7.02e-35,"chr11_15900835_15901864"
"chr18",50737088,50738438,1351,"*",7.03,3.48,7.97,-4.49,8.68e-38,7.42e-35,"chr18_50737088_50738438"
"chr8",126833351,126834425,1075,"*",7.64,5.35,8.49,-3.13,8.75e-38,7.45e-35,"chr8_126833351_126834425"
"chr18",75823243,75823912,670,"*",7.34,2.21,8.32,-6.11,8.98e-38,7.58e-35,"chr18_75823243_75823912"
"chr12",49983782,49984905,1124,"*",7.29,4.62,8.17,-3.54,8.99e-38,7.58e-35,"chr12_49983782_49984905"
"chr1",201719684,201722015,2332,"*",7.93,5.76,8.76,-3,9.45e-38,7.92e-35,"chr1_201719684_201722015"
"chr8",101759903,101761474,1572,"*",8.1,6.47,8.84,-2.37,9.95e-38,8.3e-35,"chr8_101759903_101761474"
"chr14",74428887,74429852,966,"*",7.61,8.46,5.32,3.14,1.03e-37,8.55e-35,"chr14_74428887_74429852"
"chr4",145734704,145735660,957,"*",7.87,6.07,8.64,-2.57,1.25e-37,1.03e-34,"chr4_145734704_145735660"
"chr1",2135319,2135927,609,"*",7.06,3.97,7.98,-4.01,1.73e-37,1.42e-34,"chr1_2135319_2135927"
"chr2",236693593,236694594,1002,"*",7.14,4.28,8.04,-3.76,1.93e-37,1.58e-34,"chr2_236693593_236694594"
"chr13",53190292,53191762,1471,"*",7.98,6.24,8.75,-2.51,2.2e-37,1.79e-34,"chr13_53190292_53191762"
"chr11",82404827,82405915,1089,"*",7.04,3.64,7.97,-4.33,2.39e-37,1.93e-34,"chr11_82404827_82405915"
"chr11",128615164,128616645,1482,"*",7.16,4.3,8.05,-3.75,3.54e-37,2.85e-34,"chr11_128615164_128616645"
"chr20",37314057,37315003,947,"*",7.19,4.52,8.07,-3.55,3.74e-37,3e-34,"chr20_37314057_37315003"
"chr1",27298826,27301818,2993,"*",9.04,7.97,9.64,-1.67,3.94e-37,3.15e-34,"chr1_27298826_27301818"
"chr20",50724538,50725556,1019,"*",7.57,5.41,8.4,-2.99,4.21e-37,3.35e-34,"chr20_50724538_50725556"
"chr17",31595993,31597076,1084,"*",7.68,5.69,8.49,-2.8,4.26e-37,3.37e-34,"chr17_31595993_31597076"
"chr19",31417797,31420367,2571,"*",8.02,8.77,6.36,2.41,4.48e-37,3.53e-34,"chr19_31417797_31420367"
"chr8",48643024,48644120,1097,"*",7.49,1.79,8.48,-6.69,5.02e-37,3.93e-34,"chr8_48643024_48644120"
"chr22",38325385,38326315,931,"*",7.6,8.42,5.49,2.93,5.77e-37,4.5e-34,"chr22_38325385_38326315"
"chr13",113837169,113838844,1676,"*",7.57,5.43,8.4,-2.97,7.54e-37,5.85e-34,"chr13_113837169_113838844"
"chr17",48971148,48973016,1869,"*",8.43,6.86,9.17,-2.31,8.32e-37,6.43e-34,"chr17_48971148_48973016"
"chr17",7747501,7748578,1078,"*",7.14,2.41,8.11,-5.69,9.41e-37,7.24e-34,"chr17_7747501_7748578"
