"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr10",78588129,78588677,549,"*",7.43,2.2,8.41,-6.21,2.78e-38,2.09e-34,"chr10_78588129_78588677"
"chr11",69497169,69497673,505,"*",7.42,4.99,8.28,-3.29,5.2e-37,3.78e-33,"chr11_69497169_69497673"
"chr1",202589194,202589735,542,"*",7.34,4.83,8.21,-3.38,1.13e-36,7.93e-33,"chr1_202589194_202589735"
"chr16",57509913,57510489,577,"*",8.01,6.1,8.8,-2.7,1.93e-36,1.32e-32,"chr16_57509913_57510489"
"chr2",233360785,233361576,792,"*",7.25,3.86,8.18,-4.32,3.83e-36,2.53e-32,"chr2_233360785_233361576"
"chr10",76112170,76113099,930,"*",7.46,5.25,8.3,-3.05,4.5e-36,2.88e-32,"chr10_76112170_76113099"
"chr16",55499962,55500612,651,"*",6.99,3.63,7.92,-4.29,1.17e-35,7.31e-32,"chr16_55499962_55500612"
"chr13",73221126,73221609,484,"*",7.25,4.26,8.15,-3.9,1.62e-35,9.81e-32,"chr13_73221126_73221609"
"chr5",134539709,134540180,472,"*",8.64,9.3,7.37,1.93,1.8e-35,1.06e-31,"chr5_134539709_134540180"
"chr10",108876994,108877649,656,"*",7.02,2.89,7.98,-5.09,1.95e-35,1.12e-31,"chr10_108876994_108877649"
"chr20",33014263,33014811,549,"*",7.89,8.65,6.2,2.46,2.4e-35,1.34e-31,"chr20_33014263_33014811"
"chr5",150377521,150378507,987,"*",7.72,5.5,8.56,-3.06,5.07e-35,2.77e-31,"chr5_150377521_150378507"
"chr5",171623537,171624210,674,"*",8.7,9.35,7.48,1.87,6.34e-35,3.37e-31,"chr5_171623537_171624210"
"chr11",15884589,15885129,541,"*",7.7,5.77,8.5,-2.73,1.82e-34,9.46e-31,"chr11_15884589_15885129"
"chr2",235000868,235001496,629,"*",7.26,4.81,8.12,-3.31,2.82e-34,1.43e-30,"chr2_235000868_235001496"
"chr3",139758732,139759423,692,"*",7.18,4.63,8.05,-3.43,4.46e-34,2.21e-30,"chr3_139758732_139759423"
"chr10",78359476,78360275,800,"*",7.87,6.08,8.65,-2.57,6.48e-34,3.14e-30,"chr10_78359476_78360275"
"chr17",35788566,35789076,511,"*",6.93,3.1,7.88,-4.78,6.68e-34,3.15e-30,"chr17_35788566_35789076"
"chr13",85401033,85401774,742,"*",6.96,2.72,7.92,-5.2,6.78e-34,3.15e-30,"chr13_85401033_85401774"
"chr16",88304102,88304650,549,"*",6.94,3.89,7.85,-3.96,1.09e-33,4.96e-30,"chr16_88304102_88304650"
"chr16",77289102,77289814,713,"*",7.25,4.55,8.13,-3.58,1.12e-33,5e-30,"chr16_77289102_77289814"
"chr15",73944586,73945132,547,"*",6.91,3.53,7.84,-4.31,1.27e-33,5.54e-30,"chr15_73944586_73945132"
"chr17",48503422,48504467,1046,"*",7.93,5.92,8.74,-2.83,1.85e-33,7.91e-30,"chr17_48503422_48504467"
"chr3",65039596,65040181,586,"*",7.16,4.7,8.03,-3.32,3.32e-33,1.39e-29,"chr3_65039596_65040181"
"chr2",226478092,226478612,521,"*",7.52,5.41,8.35,-2.94,4.84e-33,1.99e-29,"chr2_226478092_226478612"
"chr10",48579346,48579906,561,"*",7.01,4.02,7.92,-3.9,6.11e-33,2.47e-29,"chr10_48579346_48579906"
"chr11",9765559,9766163,605,"*",8.39,7.04,9.07,-2.03,1.3e-32,5.07e-29,"chr11_9765559_9766163"
"chr22",28985980,28986639,660,"*",6.91,2.85,7.87,-5.02,1.3e-32,5.07e-29,"chr22_28985980_28986639"
"chr6",157552246,157552908,663,"*",8.17,8.87,6.76,2.11,1.97e-32,7.42e-29,"chr6_157552246_157552908"
"chr2",65579604,65580197,594,"*",7.99,8.72,6.45,2.27,1.97e-32,7.42e-29,"chr2_65579604_65580197"
"chr2",189657980,189658587,608,"*",7.35,4.77,8.23,-3.46,2.85e-32,1.05e-28,"chr2_189657980_189658587"
"chr14",58769061,58769479,419,"*",7.57,8.35,5.76,2.59,4.51e-32,1.64e-28,"chr14_58769061_58769479"
"chr12",123402100,123402556,457,"*",7.82,8.56,6.21,2.35,1.22e-31,4.38e-28,"chr12_123402100_123402556"
"chr8",144484258,144484754,497,"*",7.51,8.32,5.52,2.8,2.02e-31,7.11e-28,"chr8_144484258_144484754"
"chr1",212628036,212628503,468,"*",6.91,3.47,7.85,-4.37,2.63e-31,9.11e-28,"chr1_212628036_212628503"
"chr6",39887600,39888299,700,"*",7.19,4.76,8.05,-3.29,2.95e-31,9.95e-28,"chr6_39887600_39888299"
"chr12",97386088,97386632,545,"*",7.1,4.75,7.95,-3.2,2.96e-31,9.95e-28,"chr12_97386088_97386632"
"chr5",149422593,149423694,1102,"*",7.97,6.19,8.74,-2.55,3.12e-31,1.03e-27,"chr5_149422593_149423694"
"chr2",127661272,127661757,486,"*",6.9,3.55,7.82,-4.28,4.96e-31,1.61e-27,"chr2_127661272_127661757"
"chr5",81167424,81168139,716,"*",7.12,4.79,7.97,-3.18,6.38e-31,2.05e-27,"chr5_81167424_81168139"
"chr4",145734651,145735581,931,"*",7.7,5.85,8.48,-2.64,8.05e-31,2.55e-27,"chr4_145734651_145735581"
"chr6",15922358,15923040,683,"*",6.81,2.87,7.76,-4.9,8.78e-31,2.73e-27,"chr6_15922358_15923040"
"chr8",133540112,133540568,457,"*",6.83,3.64,7.74,-4.1,8.91e-31,2.74e-27,"chr8_133540112_133540568"
"chr9",21751997,21752420,424,"*",7.14,8,4.79,3.21,1e-30,3.04e-27,"chr9_21751997_21752420"
"chr15",70293588,70294292,705,"*",6.89,2.32,7.86,-5.53,1.05e-30,3.15e-27,"chr15_70293588_70294292"
"chr4",120801294,120801770,477,"*",6.97,2.1,7.94,-5.84,1.08e-30,3.19e-27,"chr4_120801294_120801770"
"chr7",47763174,47763968,795,"*",7.02,4.29,7.91,-3.62,1.67e-30,4.84e-27,"chr7_47763174_47763968"
"chr5",132265372,132266176,805,"*",7.06,4.4,7.94,-3.54,2.66e-30,7.63e-27,"chr5_132265372_132266176"
"chr4",124018829,124019320,492,"*",6.93,4.29,7.81,-3.52,5.32e-30,1.51e-26,"chr4_124018829_124019320"
"chr10",85492633,85493217,585,"*",8.03,8.73,6.59,2.14,5.81e-30,1.62e-26,"chr10_85492633_85493217"
"chr3",124401662,124402268,607,"*",6.73,3.54,7.65,-4.11,7.13e-30,1.97e-26,"chr3_124401662_124402268"
"chr12",108833043,108833731,689,"*",7.29,5.27,8.1,-2.83,7.66e-30,2.09e-26,"chr12_108833043_108833731"
"chr2",218259071,218259569,499,"*",7.35,5.02,8.2,-3.18,8.07e-30,2.17e-26,"chr2_218259071_218259569"
"chr17",16443677,16444615,939,"*",8.37,9.03,7.13,1.9,1.19e-29,3.17e-26,"chr17_16443677_16444615"
"chr7",130373391,130374099,709,"*",8.06,6.69,8.75,-2.06,1.29e-29,3.38e-26,"chr7_130373391_130374099"
"chr4",155602393,155603317,925,"*",6.73,3.15,7.66,-4.52,1.43e-29,3.72e-26,"chr4_155602393_155603317"
"chr16",5504326,5505198,873,"*",7.05,4.68,7.9,-3.22,1.67e-29,4.29e-26,"chr16_5504326_5505198"
"chr5",78765982,78766628,647,"*",7.21,5.02,8.04,-3.02,1.89e-29,4.79e-26,"chr5_78765982_78766628"
"chr9",116390231,116390848,618,"*",6.88,3.57,7.81,-4.24,2.04e-29,5.12e-26,"chr9_116390231_116390848"
"chr9",71681879,71682341,463,"*",6.8,3.98,7.69,-3.71,3.15e-29,7.82e-26,"chr9_71681879_71682341"
"chr11",19931083,19931619,537,"*",6.74,3.46,7.66,-4.2,6.99e-29,1.71e-25,"chr11_19931083_19931619"
"chr8",66195650,66196271,622,"*",6.69,2.78,7.64,-4.87,7.21e-29,1.75e-25,"chr8_66195650_66196271"
"chr10",46523256,46523878,623,"*",7.07,4.87,7.91,-3.04,7.63e-29,1.83e-25,"chr10_46523256_46523878"
"chr15",68991441,68992244,804,"*",7.19,4.68,8.06,-3.38,8.17e-29,1.92e-25,"chr15_68991441_68992244"
"chr15",89747549,89748314,766,"*",7.71,8.46,6.07,2.39,8.18e-29,1.92e-25,"chr15_89747549_89748314"
"chr11",76577232,76577982,751,"*",7.25,4.86,8.11,-3.25,8.28e-29,1.92e-25,"chr11_76577232_76577982"
"chr12",54355343,54355756,414,"*",7.14,5.05,7.96,-2.92,9.86e-29,2.26e-25,"chr12_54355343_54355756"
"chr11",94734534,94735100,567,"*",8.47,9.11,7.29,1.82,1.85e-28,4.21e-25,"chr11_94734534_94735100"
"chr15",63014616,63015139,524,"*",6.82,3.82,7.73,-3.91,2.1e-28,4.69e-25,"chr15_63014616_63015139"
"chr2",11374529,11375141,613,"*",7.42,5.64,8.19,-2.56,2.11e-28,4.69e-25,"chr2_11374529_11375141"
"chr16",75733072,75734102,1031,"*",7.16,5.06,7.98,-2.92,2.14e-28,4.7e-25,"chr16_75733072_75734102"
"chr17",32961624,32962635,1012,"*",6.73,3.08,7.67,-4.59,2.16e-28,4.7e-25,"chr17_32961624_32962635"
"chr5",35354731,35355312,582,"*",6.65,3.08,7.59,-4.51,2.21e-28,4.77e-25,"chr5_35354731_35355312"
"chr15",72242709,72243241,533,"*",7.38,8.17,5.48,2.69,2.48e-28,5.3e-25,"chr15_72242709_72243241"
"chr8",92627754,92628296,543,"*",7.47,5.59,8.26,-2.67,2.55e-28,5.41e-25,"chr8_92627754_92628296"
"chr4",1785089,1785606,518,"*",7.41,5.63,8.18,-2.55,3.06e-28,6.42e-25,"chr4_1785089_1785606"
"chr14",74956509,74957116,608,"*",6.81,4.15,7.69,-3.53,3.16e-28,6.56e-25,"chr14_74956509_74957116"
"chr11",62472297,62473028,732,"*",7.53,5.57,8.33,-2.76,3.68e-28,7.57e-25,"chr11_62472297_62473028"
"chr2",236159202,236159814,613,"*",8.03,8.73,6.62,2.11,3.82e-28,7.79e-25,"chr2_236159202_236159814"
"chr11",116074141,116074903,763,"*",7.51,5.81,8.27,-2.46,4.32e-28,8.73e-25,"chr11_116074141_116074903"
"chr1",91594573,91595069,497,"*",6.72,2.78,7.67,-4.89,4.64e-28,9.29e-25,"chr1_91594573_91595069"
"chr9",97747387,97748080,694,"*",6.7,3.05,7.64,-4.59,4.75e-28,9.41e-25,"chr9_97747387_97748080"
"chr6",163745799,163746343,545,"*",7.72,6.2,8.44,-2.24,4.8e-28,9.43e-25,"chr6_163745799_163746343"
"chr3",134326574,134327408,835,"*",7.84,6.37,8.55,-2.18,4.84e-28,9.43e-25,"chr3_134326574_134327408"
"chr15",67843611,67844227,617,"*",8.13,6.84,8.81,-1.96,7.2e-28,1.39e-24,"chr15_67843611_67844227"
"chr3",186998861,186999529,669,"*",7.6,8.35,5.99,2.36,7.51e-28,1.44e-24,"chr3_186998861_186999529"
"chr20",37332006,37332624,619,"*",8,6.41,8.74,-2.33,7.68e-28,1.46e-24,"chr20_37332006_37332624"
"chr12",73815206,73815891,686,"*",6.86,4.04,7.75,-3.71,8.66e-28,1.63e-24,"chr12_73815206_73815891"
"chr8",129077414,129078234,821,"*",7.08,4.95,7.9,-2.96,1.15e-27,2.14e-24,"chr8_129077414_129078234"
"chr14",67409467,67410166,700,"*",7.07,4.61,7.93,-3.32,1.4e-27,2.58e-24,"chr14_67409467_67410166"
"chr11",34600434,34601356,923,"*",7.31,5.34,8.12,-2.77,1.53e-27,2.8e-24,"chr11_34600434_34601356"
"chr11",94866526,94867413,888,"*",7.28,8.07,5.4,2.68,1.71e-27,3.09e-24,"chr11_94866526_94867413"
"chr1",99439265,99440152,888,"*",6.65,3.21,7.58,-4.37,1.73e-27,3.09e-24,"chr1_99439265_99440152"
"chr1",204450462,204450927,466,"*",7.2,8.02,5.12,2.9,1.73e-27,3.09e-24,"chr1_204450462_204450927"
"chr11",65488346,65489636,1291,"*",8.62,7.56,9.23,-1.66,1.77e-27,3.15e-24,"chr11_65488346_65489636"
"chr17",20300480,20301039,560,"*",6.63,2.7,7.58,-4.88,2.65e-27,4.67e-24,"chr17_20300480_20301039"
"chr1",22808729,22809326,598,"*",6.63,3.16,7.57,-4.4,3.05e-27,5.33e-24,"chr1_22808729_22809326"
"chr1",162885112,162885749,638,"*",6.61,3,7.55,-4.55,3.48e-27,6.03e-24,"chr1_162885112_162885749"
"chr16",65600046,65600746,701,"*",6.94,4.48,7.81,-3.32,4.35e-27,7.47e-24,"chr16_65600046_65600746"
"chr7",128356581,128357606,1026,"*",7.1,5.03,7.92,-2.89,5.01e-27,8.54e-24,"chr7_128356581_128357606"
"chr11",116263446,116264098,653,"*",6.95,7.78,4.74,3.04,5.17e-27,8.74e-24,"chr11_116263446_116264098"
"chr11",15901090,15901631,542,"*",7.11,4.87,7.94,-3.07,5.22e-27,8.76e-24,"chr11_15901090_15901631"
"chr6",24872794,24873286,493,"*",6.64,3.23,7.57,-4.34,5.73e-27,9.54e-24,"chr6_24872794_24873286"
"chr9",134328223,134328876,654,"*",6.86,4.44,7.72,-3.28,6.17e-27,1.02e-23,"chr9_134328223_134328876"
"chr16",30677899,30678406,508,"*",7.73,8.44,6.28,2.16,6.44e-27,1.06e-23,"chr16_30677899_30678406"
"chr1",177048584,177049140,557,"*",6.72,7.61,3.96,3.64,6.59e-27,1.07e-23,"chr1_177048584_177049140"
"chr20",19876957,19877418,462,"*",6.53,2.88,7.47,-4.59,6.92e-27,1.12e-23,"chr20_19876957_19877418"
"chr18",59455027,59455549,523,"*",7.92,6.41,8.64,-2.23,7.73e-27,1.24e-23,"chr18_59455027_59455549"
"chr17",78411380,78412156,777,"*",6.95,4.27,7.83,-3.56,7.87e-27,1.25e-23,"chr17_78411380_78412156"
"chr20",49290114,49290853,740,"*",7.92,8.63,6.45,2.18,7.89e-27,1.25e-23,"chr20_49290114_49290853"
"chr17",74746611,74747105,495,"*",7.11,4.7,7.97,-3.27,1.17e-26,1.83e-23,"chr17_74746611_74747105"
"chr3",193812845,193813307,463,"*",7.32,8.1,5.5,2.6,1.23e-26,1.92e-23,"chr3_193812845_193813307"
"chr1",56442494,56442964,471,"*",6.64,3.22,7.57,-4.35,1.37e-26,2.12e-23,"chr1_56442494_56442964"
"chr7",103680428,103681122,695,"*",7.62,6.05,8.35,-2.3,1.92e-26,2.96e-23,"chr7_103680428_103681122"
"chr10",95480600,95481448,849,"*",7.41,8.16,5.72,2.45,1.94e-26,2.96e-23,"chr10_95480600_95481448"
"chr4",56844674,56845280,607,"*",7.73,8.44,6.28,2.15,2.16e-26,3.28e-23,"chr4_56844674_56845280"
"chr1",204624314,204625179,866,"*",7.39,5.47,8.19,-2.71,2.44e-26,3.68e-23,"chr1_204624314_204625179"
"chr17",31741005,31741937,933,"*",6.75,2.5,7.71,-5.21,2.6e-26,3.88e-23,"chr17_31741005_31741937"
"chr10",3755396,3756057,662,"*",6.6,3.67,7.5,-3.83,2.92e-26,4.33e-23,"chr10_3755396_3756057"
"chr17",35765442,35765842,401,"*",6.69,4.08,7.57,-3.49,2.98e-26,4.39e-23,"chr17_35765442_35765842"
"chr16",84952198,84952997,800,"*",8.22,6.85,8.91,-2.06,3e-26,4.39e-23,"chr16_84952198_84952997"
"chr8",121344803,121345321,519,"*",6.65,3.88,7.54,-3.66,3.09e-26,4.49e-23,"chr8_121344803_121345321"
"chr8",117171674,117172544,871,"*",7.97,6.55,8.66,-2.11,3.28e-26,4.73e-23,"chr8_117171674_117172544"
"chr9",129145793,129146406,614,"*",7.9,6.52,8.6,-2.07,3.52e-26,5.04e-23,"chr9_129145793_129146406"
"chr10",30182665,30183345,681,"*",6.65,3.8,7.55,-3.75,3.53e-26,5.04e-23,"chr10_30182665_30183345"
"chr17",81436357,81437005,649,"*",7.1,5.07,7.91,-2.84,5.47e-26,7.74e-23,"chr17_81436357_81437005"
"chr6",125558370,125559332,963,"*",7.41,5.74,8.16,-2.42,6.14e-26,8.63e-23,"chr6_125558370_125559332"
"chr18",48930030,48930654,625,"*",7.43,5.6,8.21,-2.6,6.37e-26,8.91e-23,"chr18_48930030_48930654"
"chr10",79223102,79223968,867,"*",7.71,6.23,8.42,-2.19,7.18e-26,9.97e-23,"chr10_79223102_79223968"
"chr22",31602307,31602814,508,"*",6.51,2.98,7.45,-4.46,7.71e-26,1.06e-22,"chr22_31602307_31602814"
"chr1",225762008,225762841,834,"*",7.06,4.88,7.9,-3.02,7.82e-26,1.07e-22,"chr1_225762008_225762841"
"chr2",138334779,138335458,680,"*",6.72,3.81,7.62,-3.8,1.04e-25,1.41e-22,"chr2_138334779_138335458"
"chr11",1691082,1691803,722,"*",7.53,5.78,8.3,-2.51,1.11e-25,1.51e-22,"chr11_1691082_1691803"
"chr15",88238833,88239513,681,"*",6.45,2.88,7.38,-4.51,1.37e-25,1.84e-22,"chr15_88238833_88239513"
"chr16",2150427,2151006,580,"*",8.33,8.96,7.2,1.76,1.44e-25,1.93e-22,"chr16_2150427_2151006"
"chr12",4116440,4117108,669,"*",6.76,4.35,7.62,-3.26,1.63e-25,2.16e-22,"chr12_4116440_4117108"
"chr10",69847461,69848016,556,"*",6.95,4.51,7.81,-3.31,1.76e-25,2.32e-22,"chr10_69847461_69848016"
"chr16",86989230,86989869,640,"*",6.6,3.52,7.51,-4,1.77e-25,2.33e-22,"chr16_86989230_86989869"
"chr22",44698940,44699421,482,"*",7.57,5.9,8.32,-2.42,1.86e-25,2.42e-22,"chr22_44698940_44699421"
"chr15",35306089,35306876,788,"*",7.22,5.15,8.04,-2.89,2.12e-25,2.75e-22,"chr15_35306089_35306876"
"chr2",236575446,236576515,1070,"*",6.89,4.71,7.72,-3.01,2.18e-25,2.81e-22,"chr2_236575446_236576515"
"chr22",34914854,34915396,543,"*",6.72,3.83,7.62,-3.79,2.19e-25,2.81e-22,"chr22_34914854_34915396"
"chr6",169940791,169941370,580,"*",6.57,3.57,7.48,-3.91,2.21e-25,2.82e-22,"chr6_169940791_169941370"
"chr5",149002025,149002631,607,"*",7.16,5.23,7.96,-2.72,2.41e-25,3.06e-22,"chr5_149002025_149002631"
"chr11",62480427,62481130,704,"*",6.96,4.82,7.79,-2.97,2.58e-25,3.26e-22,"chr11_62480427_62481130"
"chr1",172495836,172496411,576,"*",6.63,3.43,7.55,-4.12,2.64e-25,3.28e-22,"chr1_172495836_172496411"
"chr1",201268618,201269699,1082,"*",6.49,2.31,7.45,-5.14,2.65e-25,3.28e-22,"chr1_201268618_201269699"
"chr1",14725727,14726253,527,"*",6.92,7.74,4.8,2.94,2.65e-25,3.28e-22,"chr1_14725727_14726253"
"chr10",4663033,4663668,636,"*",6.75,4.23,7.62,-3.38,2.7e-25,3.33e-22,"chr10_4663033_4663668"
"chr5",132477563,132478112,550,"*",7.04,4.91,7.87,-2.96,3.13e-25,3.84e-22,"chr5_132477563_132478112"
"chr6",43932964,43933891,928,"*",7,4.94,7.81,-2.88,3.28e-25,4e-22,"chr6_43932964_43933891"
"chr8",133130555,133131278,724,"*",6.45,3.18,7.37,-4.19,3.35e-25,4.06e-22,"chr8_133130555_133131278"
"chr7",52921031,52921518,488,"*",6.61,3.57,7.52,-3.95,3.5e-25,4.21e-22,"chr7_52921031_52921518"
"chr7",123692427,123692861,435,"*",7.29,8.06,5.53,2.53,3.54e-25,4.24e-22,"chr7_123692427_123692861"
"chr5",56278399,56279002,604,"*",6.49,2.15,7.45,-5.3,4.15e-25,4.94e-22,"chr5_56278399_56279002"
"chr13",40340665,40341498,834,"*",6.64,4.05,7.52,-3.47,4.81e-25,5.7e-22,"chr13_40340665_40341498"
"chr2",231714418,231715349,932,"*",9.17,9.7,8.32,1.38,5.32e-25,6.27e-22,"chr2_231714418_231715349"
"chr16",68656636,68657265,630,"*",7.37,5.37,8.17,-2.81,5.6e-25,6.56e-22,"chr16_68656636_68657265"
"chr11",12540883,12541520,638,"*",6.71,4.31,7.57,-3.26,5.75e-25,6.7e-22,"chr11_12540883_12541520"
"chr16",46785026,46785762,737,"*",7.15,4.85,7.99,-3.14,6.34e-25,7.36e-22,"chr16_46785026_46785762"
"chr14",66119696,66120481,786,"*",6.7,3.8,7.6,-3.81,6.59e-25,7.6e-22,"chr14_66119696_66120481"
"chr1",35605222,35606041,820,"*",6.54,3.49,7.45,-3.97,7.01e-25,8.05e-22,"chr1_35605222_35606041"
"chr5",36638015,36638548,534,"*",6.5,3.36,7.42,-4.05,7.05e-25,8.05e-22,"chr5_36638015_36638548"
"chr2",239574387,239575034,648,"*",6.5,3.49,7.4,-3.92,7.42e-25,8.42e-22,"chr2_239574387_239575034"
"chr22",45580731,45581294,564,"*",6.49,2.92,7.43,-4.52,8.65e-25,9.77e-22,"chr22_45580731_45581294"
"chr7",127726406,127727224,819,"*",7.46,8.2,5.88,2.32,9.21e-25,1.04e-21,"chr7_127726406_127727224"
"chr5",147882567,147883400,834,"*",7.26,5.35,8.05,-2.71,1.01e-24,1.13e-21,"chr5_147882567_147883400"
"chr17",75430212,75430837,626,"*",6.97,4.93,7.78,-2.85,1.02e-24,1.13e-21,"chr17_75430212_75430837"
"chr17",2068362,2068840,479,"*",6.43,2.71,7.37,-4.66,1.07e-24,1.19e-21,"chr17_2068362_2068840"
"chr5",8829135,8829716,582,"*",6.99,4.83,7.82,-2.99,1.09e-24,1.2e-21,"chr5_8829135_8829716"
"chr6",137697125,137697893,769,"*",7.48,5.95,8.21,-2.26,1.25e-24,1.37e-21,"chr6_137697125_137697893"
"chr1",9371388,9371933,546,"*",6.62,3.65,7.53,-3.88,1.32e-24,1.44e-21,"chr1_9371388_9371933"
"chr3",39148583,39149090,508,"*",6.61,3.88,7.5,-3.61,1.35e-24,1.46e-21,"chr3_39148583_39149090"
"chr3",124772080,124772706,627,"*",6.99,4.43,7.86,-3.43,1.46e-24,1.58e-21,"chr3_124772080_124772706"
"chr1",221371547,221372110,564,"*",6.45,3.3,7.37,-4.06,1.48e-24,1.59e-21,"chr1_221371547_221372110"
"chr3",31288419,31289265,847,"*",7.94,6.69,8.61,-1.92,1.69e-24,1.81e-21,"chr3_31288419_31289265"
"chr2",96890778,96891587,810,"*",7.38,5.6,8.15,-2.55,1.71e-24,1.82e-21,"chr2_96890778_96891587"
"chr14",53998985,53999487,503,"*",6.54,3.18,7.47,-4.29,1.9e-24,2.02e-21,"chr14_53998985_53999487"
"chr8",70061058,70061751,694,"*",7.24,8,5.53,2.47,1.92e-24,2.02e-21,"chr8_70061058_70061751"
"chr6",104996111,104996640,530,"*",6.55,2.87,7.49,-4.62,2.29e-24,2.4e-21,"chr6_104996111_104996640"
"chr11",114211653,114212241,589,"*",6.64,4,7.52,-3.52,2.45e-24,2.55e-21,"chr11_114211653_114212241"
"chr18",10406230,10406780,551,"*",7.41,8.16,5.76,2.41,2.95e-24,3.06e-21,"chr18_10406230_10406780"
"chr7",30880568,30881285,718,"*",7.34,5.5,8.13,-2.62,3.15e-24,3.26e-21,"chr7_30880568_30881285"
"chr14",75803755,75804260,506,"*",6.92,4.85,7.73,-2.89,3.18e-24,3.27e-21,"chr14_75803755_75804260"
"chr19",50794395,50795779,1385,"*",8.49,9.1,7.41,1.69,3.35e-24,3.43e-21,"chr19_50794395_50795779"
"chr11",44198218,44198758,541,"*",6.77,4.32,7.63,-3.31,3.41e-24,3.48e-21,"chr11_44198218_44198758"
"chr7",39252835,39253392,558,"*",6.68,4.25,7.53,-3.29,3.73e-24,3.79e-21,"chr7_39252835_39253392"
"chr6",3986874,3987508,635,"*",6.65,3.78,7.55,-3.77,3.9e-24,3.94e-21,"chr6_3986874_3987508"
"chr22",24953701,24954621,921,"*",7.01,5.1,7.81,-2.71,3.95e-24,3.97e-21,"chr22_24953701_24954621"
"chr3",125063059,125063534,476,"*",6.62,3.9,7.51,-3.61,4.22e-24,4.22e-21,"chr3_125063059_125063534"
"chr11",76624514,76625237,724,"*",7.61,6.12,8.33,-2.21,4.52e-24,4.5e-21,"chr11_76624514_76625237"
"chr5",149452042,149452604,563,"*",7.66,6.21,8.37,-2.16,5.05e-24,5.01e-21,"chr5_149452042_149452604"
"chr6",97720031,97720563,533,"*",6.72,1.38,7.7,-6.32,5.2e-24,5.14e-21,"chr6_97720031_97720563"
