"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr1",202229171,202230761,1591,"*",8.45,4.08,9.41,-5.33,1.36e-98,9.16e-95,"chr1_202229171_202230761"
"chr19",41323106,41324223,1118,"*",8.51,5.71,9.4,-3.68,2.8e-98,1.82e-94,"chr19_41323106_41324223"
"chr12",6612932,6614947,2016,"*",9.76,8.32,10.47,-2.15,3.47e-98,2.16e-94,"chr12_6612932_6614947"
"chr17",10125702,10128498,2797,"*",8.89,6.77,9.71,-2.94,2.99e-97,1.8e-93,"chr17_10125702_10128498"
"chr16",77288338,77290240,1903,"*",8.44,3.84,9.41,-5.57,1.31e-96,7.59e-93,"chr16_77288338_77290240"
"chr12",114683735,114685753,2019,"*",10.04,8.71,10.72,-2.02,1.73e-96,9.7e-93,"chr12_114683735_114685753"
"chr15",67843245,67844422,1178,"*",8.51,5.8,9.4,-3.6,3.32e-95,1.8e-91,"chr15_67843245_67844422"
"chr2",64750272,64751911,1640,"*",10.64,9.58,11.25,-1.66,1.23e-94,6.46e-91,"chr2_64750272_64751911"
"chr10",78359212,78360324,1113,"*",8.34,5.15,9.26,-4.1,1.35e-94,6.89e-91,"chr10_78359212_78360324"
"chr12",128337417,128339794,2378,"*",9.13,7.29,9.92,-2.62,3.27e-94,1.62e-90,"chr12_128337417_128339794"
"chr18",22193466,22194647,1182,"*",8.38,5.44,9.28,-3.84,4.2e-93,2.02e-89,"chr18_22193466_22194647"
"chr22",32880833,32882663,1831,"*",8.33,5.21,9.25,-4.04,5.08e-92,2.38e-88,"chr22_32880833_32882663"
"chr9",123375498,123376624,1127,"*",8.54,5.94,9.41,-3.48,5.38e-92,2.45e-88,"chr9_123375498_123376624"
"chr6",31171140,31173516,2377,"*",8.56,9.49,5.18,4.31,8.18e-92,3.63e-88,"chr6_31171140_31173516"
"chr7",101602147,101603377,1231,"*",9.36,7.76,10.1,-2.34,1.96e-91,8.45e-88,"chr7_101602147_101603377"
"chr18",80103534,80105414,1881,"*",8.91,6.91,9.71,-2.8,2.55e-91,1.08e-87,"chr18_80103534_80105414"
"chr18",59569830,59571064,1235,"*",8.33,5.18,9.24,-4.07,2.85e-91,1.17e-87,"chr18_59569830_59571064"
"chr16",22190000,22191564,1565,"*",10.41,9.26,11.05,-1.78,3.37e-91,1.35e-87,"chr16_22190000_22191564"
"chr9",134602418,134603265,848,"*",8.25,4.14,9.21,-5.07,4.93e-91,1.93e-87,"chr9_134602418_134603265"
"chr9",127388090,127389268,1179,"*",8.23,4.25,9.18,-4.94,8.53e-91,3.27e-87,"chr9_127388090_127389268"
"chr5",154575685,154577092,1408,"*",8.29,5.14,9.21,-4.07,1.48e-90,5.53e-87,"chr5_154575685_154577092"
"chr19",5090780,5091987,1208,"*",8.33,5.28,9.24,-3.97,2.17e-90,7.93e-87,"chr19_5090780_5091987"
"chr16",57509609,57510727,1119,"*",8.28,4.33,9.24,-4.9,2.57e-90,9.23e-87,"chr16_57509609_57510727"
"chr19",38849315,38851295,1981,"*",10.69,9.66,11.29,-1.62,5.09e-90,1.79e-86,"chr19_38849315_38851295"
"chr10",46555495,46557700,2206,"*",9.32,10.08,7.63,2.44,3.19e-89,1.1e-85,"chr10_46555495_46557700"
"chr1",154431866,154433602,1737,"*",8.3,5.36,9.21,-3.85,4.05e-89,1.37e-85,"chr1_154431866_154433602"
"chr8",38936684,38938839,2156,"*",9.42,7.81,10.16,-2.35,4.3e-88,1.42e-84,"chr8_38936684_38938839"
"chr12",109695567,109697006,1440,"*",8.19,4.41,9.14,-4.73,5.97e-88,1.93e-84,"chr12_109695567_109697006"
"chr1",209349201,209350391,1191,"*",8.22,4.77,9.15,-4.38,2.02e-87,6.43e-84,"chr1_209349201_209350391"
"chr6",125557906,125559369,1464,"*",8.23,3.87,9.2,-5.33,2.21e-87,6.9e-84,"chr6_125557906_125559369"
"chr11",119625420,119627397,1978,"*",8.68,6.48,9.51,-3.03,8.01e-87,2.45e-83,"chr11_119625420_119627397"
"chr11",66311670,66313774,2105,"*",10.63,9.61,11.21,-1.6,1.24e-86,3.72e-83,"chr11_66311670_66313774"
"chr3",75434472,75436288,1817,"*",10.5,9.44,11.11,-1.66,1.74e-85,5.13e-82,"chr3_75434472_75436288"
"chr8",117171097,117172696,1600,"*",8.33,5.61,9.22,-3.61,7.66e-85,2.23e-81,"chr8_117171097_117172696"
"chr10",103720009,103721477,1469,"*",8.2,4.76,9.13,-4.36,1.16e-84,3.32e-81,"chr10_103720009_103721477"
"chr2",43041479,43042589,1111,"*",8.82,6.77,9.63,-2.86,1.85e-84,5.2e-81,"chr2_43041479_43042589"
"chr13",23570023,23571140,1118,"*",8.28,5.42,9.17,-3.75,1.05e-83,2.91e-80,"chr13_23570023_23571140"
"chr4",182240197,182241112,916,"*",8.3,5.59,9.19,-3.59,1.86e-82,5.06e-79,"chr4_182240197_182241112"
"chr16",50644594,50646885,2292,"*",8.59,6.22,9.44,-3.23,2.85e-82,7.62e-79,"chr16_50644594_50646885"
"chr5",173454288,173455678,1391,"*",8.26,3.37,9.24,-5.86,4.18e-82,1.1e-78,"chr5_173454288_173455678"
"chr20",13321571,13323305,1735,"*",8.07,4.39,9.02,-4.63,6.78e-82,1.76e-78,"chr20_13321571_13323305"
"chr19",47256235,47257997,1763,"*",10.27,9,10.94,-1.93,6.88e-82,1.76e-78,"chr19_47256235_47257997"
"chr4",98779379,98780662,1284,"*",8.07,4.14,9.03,-4.88,1.33e-81,3.35e-78,"chr4_98779379_98780662"
"chr22",50533471,50534787,1317,"*",8.11,4.67,9.04,-4.38,2.63e-81,6.51e-78,"chr22_50533471_50534787"
"chr16",5097114,5098976,1863,"*",10.2,9.05,10.83,-1.78,3.83e-81,9.36e-78,"chr16_5097114_5098976"
"chrX",149938036,149940895,2860,"*",10.04,8.92,10.66,-1.74,5.52e-81,1.33e-77,"chrX_149938036_149940895"
"chr15",35305964,35307153,1190,"*",8.11,4.97,9.02,-4.05,1.89e-80,4.49e-77,"chr15_35305964_35307153"
"chr20",33992718,33994705,1988,"*",10.42,9.38,11.01,-1.63,7.56e-80,1.77e-76,"chr20_33992718_33994705"
"chr3",31288036,31290009,1974,"*",8.28,5.67,9.16,-3.49,1.54e-79,3.56e-76,"chr3_31288036_31290009"
"chr16",50390093,50391436,1344,"*",8.13,5.08,9.04,-3.96,2.35e-79,5.36e-76,"chr16_50390093_50391436"
"chr11",110564557,110566016,1460,"*",9.1,7.47,9.84,-2.37,3.16e-79,7.1e-76,"chr11_110564557_110566016"
"chr19",55338746,55340582,1837,"*",10.55,9.6,11.12,-1.53,4.68e-79,1.04e-75,"chr19_55338746_55340582"
"chr5",135271625,135272811,1187,"*",8.08,4.57,9.01,-4.44,9.31e-79,2.04e-75,"chr5_135271625_135272811"
"chr19",6424769,6425688,920,"*",10.3,9.29,10.89,-1.6,1.02e-78,2.21e-75,"chr19_6424769_6425688"
"chr19",53866056,53870121,4066,"*",11.05,10.18,11.58,-1.41,1.27e-78,2.7e-75,"chr19_53866056_53870121"
"chr1",15139588,15140550,963,"*",8.37,5.92,9.23,-3.31,1.85e-78,3.9e-75,"chr1_15139588_15140550"
"chr19",49639921,49641041,1121,"*",10.18,9.13,10.79,-1.66,1.9e-78,3.95e-75,"chr19_49639921_49641041"
"chr15",75450358,75454784,4427,"*",11.58,10.82,12.08,-1.26,3.29e-78,6.75e-75,"chr15_75450358_75454784"
"chr18",58628784,58629724,941,"*",8.14,5.17,9.04,-3.87,3.75e-78,7.6e-75,"chr18_58628784_58629724"
"chr5",174617412,174619074,1663,"*",8.25,3.09,9.23,-6.15,7.75e-78,1.56e-74,"chr5_174617412_174619074"
"chr3",125915448,125917179,1732,"*",10.06,8.98,10.67,-1.69,1.38e-77,2.73e-74,"chr3_125915448_125917179"
"chr5",57382741,57383893,1153,"*",7.99,4.17,8.93,-4.76,1.84e-77,3.61e-74,"chr5_57382741_57383893"
"chr14",68295189,68296023,835,"*",8.02,4.78,8.94,-4.17,2.41e-77,4.66e-74,"chr14_68295189_68296023"
"chr12",8242292,8244144,1853,"*",9.93,8.79,10.55,-1.77,2.43e-77,4.66e-74,"chr12_8242292_8244144"
"chr19",54136674,54138171,1498,"*",10.42,9.44,11,-1.56,1.12e-76,2.11e-73,"chr19_54136674_54138171"
"chr17",1714011,1717789,3779,"*",11.04,10.17,11.58,-1.41,2.27e-76,4.25e-73,"chr17_1714011_1717789"
"chr8",102238551,102239863,1313,"*",10.62,9.72,11.18,-1.46,3.65e-76,6.74e-73,"chr8_102238551_102239863"
"chr11",15889536,15890731,1196,"*",7.97,4.28,8.92,-4.63,3.68e-76,6.74e-73,"chr11_15889536_15890731"
"chr8",27616919,27617634,716,"*",8.03,4.58,8.97,-4.39,5.08e-76,9.21e-73,"chr8_27616919_27617634"
"chr8",22178562,22179442,881,"*",8.28,5.69,9.15,-3.46,7.42e-76,1.33e-72,"chr8_22178562_22179442"
"chr19",10870462,10871489,1028,"*",9.61,8.28,10.3,-2.02,9.76e-76,1.73e-72,"chr19_10870462_10871489"
"chr2",45755748,45756468,721,"*",8,3.86,8.96,-5.1,1.38e-75,2.42e-72,"chr2_45755748_45756468"
"chr4",9151976,9153916,1941,"*",9.93,8.79,10.55,-1.76,1.89e-75,3.28e-72,"chr4_9151976_9153916"
"chr2",20491865,20492560,696,"*",7.95,3.99,8.9,-4.91,2.84e-75,4.88e-72,"chr2_20491865_20492560"
"chr9",116437278,116438487,1210,"*",8.18,3.13,9.16,-6.03,4.33e-75,7.38e-72,"chr9_116437278_116438487"
"chr11",10351449,10352675,1227,"*",8.45,9.32,5.92,3.4,4.69e-75,7.9e-72,"chr11_10351449_10352675"
"chr2",189657894,189658792,899,"*",7.99,3.7,8.95,-5.25,5.9e-75,9.85e-72,"chr2_189657894_189658792"
"chr2",233360349,233361758,1410,"*",8.01,4.69,8.94,-4.24,1.26e-74,2.09e-71,"chr2_233360349_233361758"
"chr19",47891567,47892690,1124,"*",7.96,3.82,8.92,-5.11,1.34e-74,2.19e-71,"chr19_47891567_47892690"
"chr8",37555941,37557897,1957,"*",8.11,5.33,9,-3.68,2.52e-74,4.09e-71,"chr8_37555941_37557897"
"chr9",80699292,80700121,830,"*",7.93,4.29,8.87,-4.58,2.94e-74,4.73e-71,"chr9_80699292_80700121"
"chr19",58572703,58573841,1139,"*",10.16,9.14,10.76,-1.62,2.99e-74,4.75e-71,"chr19_58572703_58573841"
"chr20",25309757,25310997,1241,"*",8.23,5.63,9.1,-3.48,3.81e-74,5.99e-71,"chr20_25309757_25310997"
"chr16",29876290,29878163,1874,"*",8.39,9.25,5.92,3.33,8.36e-74,1.3e-70,"chr16_29876290_29878163"
"chr12",6763845,6764755,911,"*",9.46,8.15,10.13,-1.97,1.84e-73,2.85e-70,"chr12_6763845_6764755"
"chr11",126317832,126319297,1466,"*",8.04,3.35,9.01,-5.66,5.89e-73,9.03e-70,"chr11_126317832_126319297"
"chr10",132536312,132537896,1585,"*",9.95,8.81,10.58,-1.77,8.81e-73,1.34e-69,"chr10_132536312_132537896"
"chr16",50603286,50604277,992,"*",8.21,5.54,9.1,-3.56,9.02e-73,1.36e-69,"chr16_50603286_50604277"
"chr2",188517591,188518775,1185,"*",7.99,4.83,8.91,-4.07,1.04e-72,1.55e-69,"chr2_188517591_188518775"
"chr15",70154024,70155331,1308,"*",8.29,5.98,9.14,-3.16,2.04e-72,3.01e-69,"chr15_70154024_70155331"
"chr2",134367924,134369376,1453,"*",7.9,4.07,8.85,-4.78,2.72e-72,3.99e-69,"chr2_134367924_134369376"
"chr17",12522502,12523478,977,"*",7.89,4.2,8.83,-4.63,3.01e-72,4.37e-69,"chr17_12522502_12523478"
"chr8",42719773,42721497,1725,"*",8.01,5.08,8.91,-3.83,3.56e-72,5.12e-69,"chr8_42719773_42721497"
"chr13",110914227,110915961,1735,"*",10.39,9.43,10.96,-1.53,3.88e-72,5.54e-69,"chr13_110914227_110915961"
"chr10",102758394,102759290,897,"*",7.95,3.55,8.91,-5.36,4.71e-72,6.67e-69,"chr10_102758394_102759290"
"chr15",47363929,47365424,1496,"*",7.9,4.23,8.84,-4.61,5.76e-72,8.09e-69,"chr15_47363929_47365424"
"chr1",152047665,152048681,1017,"*",9.51,8.15,10.2,-2.05,1.73e-71,2.41e-68,"chr1_152047665_152048681"
"chr19",4471362,4472522,1161,"*",10.17,9.13,10.77,-1.63,1.93e-71,2.67e-68,"chr19_4471362_4472522"
"chr3",194133745,194136304,2560,"*",9.95,8.86,10.56,-1.7,1.95e-71,2.67e-68,"chr3_194133745_194136304"
"chr19",9818544,9820016,1473,"*",9.85,8.67,10.49,-1.81,5.38e-71,7.32e-68,"chr19_9818544_9820016"
"chr13",44396519,44398231,1713,"*",8.05,5.36,8.93,-3.57,9.14e-71,1.23e-67,"chr13_44396519_44398231"
"chr3",120093912,120095869,1958,"*",10.77,9.94,11.29,-1.36,9.97e-71,1.33e-67,"chr3_120093912_120095869"
"chr3",9396202,9398323,2122,"*",10.75,9.9,11.28,-1.39,1.54e-70,2.04e-67,"chr3_9396202_9398323"
"chr2",28389654,28391903,2250,"*",9.82,8.61,10.47,-1.86,2.15e-70,2.83e-67,"chr2_28389654_28391903"
"chr4",106048246,106049291,1046,"*",7.87,3.77,8.82,-5.05,2.26e-70,2.96e-67,"chr4_106048246_106049291"
"chr14",58772866,58773937,1072,"*",8.11,5.47,8.98,-3.51,4.63e-70,6e-67,"chr14_58772866_58773937"
"chr7",130373002,130374333,1332,"*",8.44,6.35,9.25,-2.9,4.71e-70,6.06e-67,"chr7_130373002_130374333"
"chr11",126564101,126565116,1016,"*",8.28,6.05,9.12,-3.07,9.66e-70,1.23e-66,"chr11_126564101_126565116"
"chr10",3094353,3096305,1953,"*",7.95,4.51,8.88,-4.38,1.06e-69,1.35e-66,"chr10_3094353_3096305"
"chr8",143951528,143954274,2747,"*",10.18,9.2,10.76,-1.56,1.1e-69,1.38e-66,"chr8_143951528_143954274"
"chr16",84826431,84827614,1184,"*",7.89,4.29,8.83,-4.54,1.2e-69,1.5e-66,"chr16_84826431_84827614"
"chr17",65433437,65434653,1217,"*",7.92,3.38,8.89,-5.5,1.7e-69,2.1e-66,"chr17_65433437_65434653"
"chr2",230814724,230815684,961,"*",7.83,3.99,8.78,-4.78,1.85e-69,2.28e-66,"chr2_230814724_230815684"
"chr2",26709493,26710684,1192,"*",7.87,4.71,8.79,-4.08,2.18e-69,2.66e-66,"chr2_26709493_26710684"
"chr9",136790732,136792179,1448,"*",10.05,9.01,10.65,-1.65,3.43e-69,4.16e-66,"chr9_136790732_136792179"
"chr2",96890409,96892041,1633,"*",7.89,4.8,8.81,-4,4.87e-69,5.87e-66,"chr2_96890409_96892041"
"chr18",33560584,33561578,995,"*",7.99,5.18,8.88,-3.7,6.16e-69,7.36e-66,"chr18_33560584_33561578"
"chr14",99604184,99606789,2606,"*",10.02,8.96,10.62,-1.66,1.22e-68,1.44e-65,"chr14_99604184_99606789"
"chr20",6707275,6709121,1847,"*",8.09,5.58,8.95,-3.37,1.22e-68,1.44e-65,"chr20_6707275_6709121"
"chr5",17180545,17181632,1088,"*",8.14,2.78,9.12,-6.34,1.94e-68,2.27e-65,"chr5_17180545_17181632"
"chr11",65522020,65523645,1626,"*",7.83,4.16,8.77,-4.61,2.61e-68,3.03e-65,"chr11_65522020_65523645"
"chr15",29278259,29279155,897,"*",7.99,3.05,8.97,-5.92,4.57e-68,5.27e-65,"chr15_29278259_29279155"
"chr11",79094224,79095269,1046,"*",7.8,3.96,8.74,-4.79,5.04e-68,5.77e-65,"chr11_79094224_79095269"
"chr1",221335057,221336325,1269,"*",7.85,3.53,8.82,-5.29,5.66e-68,6.44e-65,"chr1_221335057_221336325"
"chr2",676168,677828,1661,"*",10.54,9.61,11.1,-1.49,9.86e-68,1.12e-64,"chr2_676168_677828"
"chr19",18521250,18522792,1543,"*",9.86,8.71,10.49,-1.78,1.02e-67,1.15e-64,"chr19_18521250_18522792"
"chr11",12814181,12815535,1355,"*",7.78,4.06,8.72,-4.66,1.28e-67,1.43e-64,"chr11_12814181_12815535"
"chr17",7833400,7837150,3751,"*",10.45,9.55,10.99,-1.44,1.54e-67,1.71e-64,"chr17_7833400_7837150"
"chr22",34914552,34915620,1069,"*",7.81,3.82,8.76,-4.95,2.27e-67,2.5e-64,"chr22_34914552_34915620"
"chr6",37648190,37649464,1275,"*",8.07,8.98,5.03,3.96,2.47e-67,2.7e-64,"chr6_37648190_37649464"
"chr4",182212204,182213232,1029,"*",7.79,3.87,8.75,-4.88,3.25e-67,3.53e-64,"chr4_182212204_182213232"
"chr7",101293371,101295002,1632,"*",8.09,9.05,3.85,5.2,5.22e-67,5.64e-64,"chr7_101293371_101295002"
"chr4",3954725,3956597,1873,"*",9.83,8.76,10.44,-1.68,5.54e-67,5.94e-64,"chr4_3954725_3956597"
"chr19",42268026,42269464,1439,"*",10.66,9.72,11.22,-1.51,5.57e-67,5.94e-64,"chr19_42268026_42269464"
"chr7",51326611,51327846,1236,"*",8.29,9.27,3.35,5.92,5.81e-67,6.16e-64,"chr7_51326611_51327846"
"chr17",51397512,51399199,1688,"*",7.8,3.82,8.76,-4.93,7.2e-67,7.58e-64,"chr17_51397512_51399199"
"chr15",73940876,73942456,1581,"*",7.99,5.16,8.89,-3.73,1.03e-66,1.08e-63,"chr15_73940876_73942456"
"chr17",7213922,7215845,1924,"*",10.2,9.27,10.77,-1.49,1.13e-66,1.18e-63,"chr17_7213922_7215845"
"chr8",37478697,37480033,1337,"*",7.89,4.75,8.8,-4.05,1.36e-66,1.4e-63,"chr8_37478697_37480033"
"chr4",26028211,26030869,2659,"*",8.72,9.51,6.82,2.69,1.96e-66,2.01e-63,"chr4_26028211_26030869"
"chr1",203177479,203178683,1205,"*",8.1,5.47,8.98,-3.5,2.25e-66,2.3e-63,"chr1_203177479_203178683"
"chr14",89440353,89442129,1777,"*",8.03,8.98,4.02,4.96,4.32e-66,4.39e-63,"chr14_89440353_89442129"
"chr8",92627482,92628553,1072,"*",7.77,4.28,8.71,-4.42,4.5e-66,4.54e-63,"chr8_92627482_92628553"
"chr2",28543485,28545330,1846,"*",7.97,5.28,8.86,-3.58,5.07e-66,5.07e-63,"chr2_28543485_28545330"
"chr1",165815870,165817549,1680,"*",7.75,4.08,8.7,-4.61,5.09e-66,5.07e-63,"chr1_165815870_165817549"
"chr19",50724424,50725679,1256,"*",9.71,8.6,10.33,-1.73,5.34e-66,5.29e-63,"chr19_50724424_50725679"
"chr14",103576384,103577381,998,"*",7.78,4.45,8.7,-4.25,5.79e-66,5.7e-63,"chr14_103576384_103577381"
"chr22",23520629,23523089,2461,"*",9.46,8.22,10.11,-1.89,1.06e-65,1.04e-62,"chr22_23520629_23523089"
"chr20",62484831,62485761,931,"*",8.08,5.45,8.96,-3.5,1.55e-65,1.51e-62,"chr20_62484831_62485761"
"chr13",30142384,30143731,1348,"*",7.76,4.36,8.69,-4.33,2.2e-65,2.13e-62,"chr13_30142384_30143731"
"chr1",201719684,201722015,2332,"*",8.09,5.71,8.94,-3.23,2.73e-65,2.63e-62,"chr1_201719684_201722015"
"chr2",1593689,1594897,1209,"*",7.97,5.26,8.86,-3.6,6.17e-65,5.91e-62,"chr2_1593689_1594897"
"chr11",65487358,65490306,2949,"*",10.41,9.47,10.97,-1.5,7.49e-65,7.13e-62,"chr11_65487358_65490306"
"chr19",44890315,44891802,1488,"*",10.63,9.72,11.19,-1.47,8.13e-65,7.69e-62,"chr19_44890315_44891802"
"chr11",66119032,66120204,1173,"*",8.04,5.54,8.91,-3.37,9.12e-65,8.58e-62,"chr11_66119032_66120204"
"chr22",21013906,21015322,1417,"*",9.42,8.09,10.1,-2.02,9.77e-65,9.14e-62,"chr22_21013906_21015322"
"chr3",46573962,46576196,2235,"*",8.21,9.08,5.65,3.43,1.17e-64,1.09e-61,"chr3_46573962_46576196"
"chr9",71681813,71682394,582,"*",7.83,3.18,8.8,-5.61,1.2e-64,1.11e-61,"chr9_71681813_71682394"
"chr5",149422429,149424934,2506,"*",9.11,7.72,9.81,-2.09,1.29e-64,1.18e-61,"chr5_149422429_149424934"
"chr17",868985,870545,1561,"*",7.8,4.66,8.71,-4.05,1.39e-64,1.28e-61,"chr17_868985_870545"
"chr4",108359628,108361602,1975,"*",8.4,6.24,9.23,-2.99,1.46e-64,1.33e-61,"chr4_108359628_108361602"
"chr5",177494553,177498442,3890,"*",10.77,9.99,11.27,-1.28,1.54e-64,1.39e-61,"chr5_177494553_177498442"
"chr1",203345867,203346815,949,"*",7.83,4.09,8.77,-4.68,1.67e-64,1.51e-61,"chr1_203345867_203346815"
"chr17",65559909,65562198,2290,"*",9.76,8.7,10.36,-1.67,1.87e-64,1.67e-61,"chr17_65559909_65562198"
"chr16",57500289,57501259,971,"*",7.83,3.63,8.79,-5.16,2.16e-64,1.93e-61,"chr16_57500289_57501259"
"chr19",17469255,17470847,1593,"*",10.28,9.36,10.83,-1.48,2.21e-64,1.96e-61,"chr19_17469255_17470847"
"chr17",41529905,41530977,1073,"*",7.8,4.41,8.73,-4.32,2.23e-64,1.97e-61,"chr17_41529905_41530977"
"chr20",37331828,37332689,862,"*",7.97,5.23,8.85,-3.63,2.29e-64,2.01e-61,"chr20_37331828_37332689"
"chr11",57144208,57145170,963,"*",7.8,3.83,8.75,-4.92,2.63e-64,2.29e-61,"chr11_57144208_57145170"
"chr7",131604386,131606612,2227,"*",8.64,9.44,6.73,2.71,2.8e-64,2.43e-61,"chr7_131604386_131606612"
"chr4",781295,782737,1443,"*",9.91,8.91,10.49,-1.58,5.91e-64,5.11e-61,"chr4_781295_782737"
"chr5",74316047,74316728,682,"*",7.74,4.11,8.68,-4.57,6.48e-64,5.57e-61,"chr5_74316047_74316728"
"chr15",99996741,99998260,1520,"*",7.73,3.88,8.67,-4.79,7.04e-64,6.02e-61,"chr15_99996741_99998260"
"chr16",55499797,55500845,1049,"*",7.75,3.4,8.72,-5.32,8.24e-64,7.01e-61,"chr16_55499797_55500845"
"chr3",123314306,123315608,1303,"*",7.96,8.92,4.01,4.9,1.17e-63,9.9e-61,"chr3_123314306_123315608"
"chr13",41613574,41615471,1898,"*",7.73,3.64,8.69,-5.05,1.3e-63,1.1e-60,"chr13_41613574_41615471"
"chr5",154603893,154604636,744,"*",8.29,5.87,9.15,-3.28,1.56e-63,1.31e-60,"chr5_154603893_154604636"
"chr20",13302544,13303628,1085,"*",7.93,5.23,8.81,-3.58,1.82e-63,1.52e-60,"chr20_13302544_13303628"
"chr6",121748245,121749424,1180,"*",7.73,3.83,8.68,-4.85,1.92e-63,1.59e-60,"chr6_121748245_121749424"
"chr17",58364169,58366013,1845,"*",7.98,5.39,8.85,-3.46,2.52e-63,2.08e-60,"chr17_58364169_58366013"
"chr5",56058177,56059584,1408,"*",7.72,3.58,8.68,-5.1,2.84e-63,2.34e-60,"chr5_56058177_56059584"
"chr5",57173164,57174734,1571,"*",9.95,8.94,10.54,-1.6,4.66e-63,3.81e-60,"chr5_57173164_57174734"
"chr4",56434935,56437175,2241,"*",10.26,9.35,10.81,-1.47,4.8e-63,3.91e-60,"chr4_56434935_56437175"
"chr10",93280140,93281899,1760,"*",8.17,9.06,5.43,3.63,5.97e-63,4.83e-60,"chr10_93280140_93281899"
"chr15",67178085,67179359,1275,"*",7.79,3.17,8.76,-5.59,6.67e-63,5.38e-60,"chr15_67178085_67179359"
"chr17",68820672,68822559,1888,"*",7.7,3.51,8.66,-5.15,9.49e-63,7.62e-60,"chr17_68820672_68822559"
"chr19",58543667,58544627,961,"*",9.58,8.42,10.21,-1.79,9.88e-63,7.89e-60,"chr19_58543667_58544627"
"chr19",49876189,49878500,2312,"*",10.63,9.82,11.15,-1.32,1.74e-62,1.38e-59,"chr19_49876189_49878500"
"chr14",71550948,71551981,1034,"*",8.08,2.57,9.06,-6.49,2.98e-62,2.36e-59,"chr14_71550948_71551981"
"chr2",202023107,202024388,1282,"*",8.01,8.92,5.01,3.91,2.99e-62,2.36e-59,"chr2_202023107_202024388"
"chr14",95495856,95497649,1794,"*",7.69,3.68,8.65,-4.97,3.77e-62,2.96e-59,"chr14_95495856_95497649"
"chr4",153788273,153791464,3192,"*",9.11,9.8,7.7,2.11,4.11e-62,3.2e-59,"chr4_153788273_153791464"
"chr14",75258429,75259755,1327,"*",9.8,8.71,10.41,-1.71,4.4e-62,3.42e-59,"chr14_75258429_75259755"
"chr22",17233663,17235994,2332,"*",8.06,8.95,5.36,3.59,4.56e-62,3.52e-59,"chr22_17233663_17235994"
