"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr17",38609167,38610064,898,"*",8.16,9.1,4.56,4.55,8.22e-75,4.61e-71,"chr17_38609167_38610064"
"chr8",20234263,20235419,1157,"*",8.52,9.36,6.28,3.08,1.1e-74,5.96e-71,"chr8_20234263_20235419"
"chr7",101602147,101603377,1231,"*",9.26,7.74,9.98,-2.24,1.27e-74,6.69e-71,"chr7_101602147_101603377"
"chr4",182240197,182241112,916,"*",8.17,5.24,9.07,-3.84,2.67e-74,1.36e-70,"chr4_182240197_182241112"
"chr2",100291061,100292635,1575,"*",8.75,6.86,9.55,-2.69,4.67e-73,2.31e-69,"chr2_100291061_100292635"
"chr16",84952116,84953296,1181,"*",8.83,6.89,9.63,-2.74,1.4e-72,6.72e-69,"chr16_84952116_84953296"
"chr19",49492368,49493814,1447,"*",8.41,9.29,5.72,3.57,1.48e-72,6.93e-69,"chr19_49492368_49493814"
"chr2",231713701,231715753,2053,"*",9.68,10.34,8.45,1.89,2.64e-72,1.2e-68,"chr2_231713701_231715753"
"chr10",103720009,103721477,1469,"*",8.1,5.09,9.01,-3.92,2.95e-72,1.31e-68,"chr10_103720009_103721477"
"chr18",6556961,6558223,1263,"*",8.54,6.46,9.36,-2.89,7.38e-72,3.19e-68,"chr18_6556961_6558223"
"chr8",144472163,144474592,2430,"*",9.04,9.78,7.42,2.36,2.13e-71,8.98e-68,"chr8_144472163_144474592"
"chr6",157551790,157553191,1402,"*",8.05,9,4.25,4.75,3.97e-71,1.63e-67,"chr6_157551790_157553191"
"chr2",146539887,146541397,1511,"*",8.11,9.06,4.22,4.83,6.47e-70,2.59e-66,"chr2_146539887_146541397"
"chr14",74347279,74349988,2710,"*",8.26,9.13,5.76,3.37,1.46e-69,5.71e-66,"chr14_74347279_74349988"
"chr10",100485329,100486555,1227,"*",8.01,8.97,4.01,4.95,8.65e-69,3.31e-65,"chr10_100485329_100486555"
"chr1",204709819,204711583,1765,"*",8.42,9.26,6.21,3.05,9.93e-69,3.72e-65,"chr1_204709819_204711583"
"chr6",125557906,125559369,1464,"*",8.22,5.79,9.08,-3.29,2.28e-68,8.36e-65,"chr6_125557906_125559369"
"chr5",139523444,139525046,1603,"*",8.06,8.98,4.75,4.23,6.94e-68,2.49e-64,"chr5_139523444_139525046"
"chr11",126317832,126319297,1466,"*",7.95,4.14,8.9,-4.76,7.96e-68,2.79e-64,"chr11_126317832_126319297"
"chr12",116639594,116640857,1264,"*",7.99,3.54,8.96,-5.42,8.55e-68,2.94e-64,"chr12_116639594_116640857"
"chr14",89440353,89442129,1777,"*",8.02,8.97,3.91,5.07,9.02e-68,3.04e-64,"chr14_89440353_89442129"
"chr17",44599192,44600304,1113,"*",8.85,7.13,9.61,-2.48,1.63e-67,5.37e-64,"chr17_44599192_44600304"
"chr1",223022474,223023714,1241,"*",8.87,9.61,7.23,2.38,1.44e-66,4.67e-63,"chr1_223022474_223023714"
"chr17",46771918,46773896,1979,"*",8.46,9.29,6.35,2.94,3.13e-66,9.95e-63,"chr17_46771918_46773896"
"chr19",47891567,47892690,1124,"*",7.88,4.41,8.81,-4.4,9.19e-66,2.87e-62,"chr19_47891567_47892690"
"chr10",102758394,102759290,897,"*",7.86,4.28,8.8,-4.52,1.44e-65,4.42e-62,"chr10_102758394_102759290"
"chr2",233360349,233361758,1410,"*",7.88,4.19,8.82,-4.63,1.59e-65,4.79e-62,"chr2_233360349_233361758"
"chr2",189657894,189658792,899,"*",7.93,4.88,8.84,-3.96,3.4e-65,1e-61,"chr2_189657894_189658792"
"chr4",18690927,18692217,1291,"*",8.16,9.04,5.51,3.53,4.63e-65,1.34e-61,"chr4_18690927_18692217"
"chr4",25993108,25994216,1109,"*",8.25,9.11,5.75,3.37,6.7e-65,1.91e-61,"chr4_25993108_25994216"
"chr5",173454288,173455678,1391,"*",8.14,3,9.12,-6.12,1.2e-64,3.37e-61,"chr5_173454288_173455678"
"chr22",45580388,45581501,1114,"*",7.85,3.93,8.81,-4.87,1.25e-64,3.47e-61,"chr22_45580388_45581501"
"chr16",30677519,30678847,1329,"*",7.91,8.86,4.05,4.81,1.58e-64,4.3e-61,"chr16_30677519_30678847"
"chr8",125545649,125546632,984,"*",7.97,5.04,8.87,-3.83,1.94e-64,5.19e-61,"chr8_125545649_125546632"
"chr2",188517591,188518775,1185,"*",7.87,4.63,8.79,-4.17,4.1e-64,1.08e-60,"chr2_188517591_188518775"
"chr5",147873976,147875351,1376,"*",8.08,9.06,3.28,5.78,5.31e-64,1.38e-60,"chr5_147873976_147875351"
"chr9",80699292,80700121,830,"*",7.82,4.19,8.76,-4.57,1.05e-63,2.68e-60,"chr9_80699292_80700121"
"chr2",45755748,45756468,721,"*",7.89,3.68,8.85,-5.17,1.32e-63,3.33e-60,"chr2_45755748_45756468"
"chr1",209349201,209350391,1191,"*",8.18,5.77,9.04,-3.27,2.01e-63,4.99e-60,"chr1_209349201_209350391"
"chr2",65579309,65580304,996,"*",7.88,8.83,4.12,4.7,2.11e-63,5.14e-60,"chr2_65579309_65580304"
"chr22",39308674,39312373,3700,"*",9.97,10.55,8.97,1.58,2.24e-63,5.39e-60,"chr22_39308674_39312373"
"chr4",52824584,52825889,1306,"*",8.21,5.91,9.06,-3.14,3.58e-63,8.5e-60,"chr4_52824584_52825889"
"chr11",10351449,10352675,1227,"*",8.23,9.08,5.81,3.27,3.79e-63,8.88e-60,"chr11_10351449_10352675"
"chr20",33013961,33015109,1149,"*",7.9,8.82,4.64,4.18,5.05e-63,1.17e-59,"chr20_33013961_33015109"
"chr20",25309757,25310997,1241,"*",8.13,5.65,8.99,-3.34,6.19e-63,1.41e-59,"chr20_25309757_25310997"
"chr15",35305964,35307153,1190,"*",8.03,5.34,8.91,-3.56,8.58e-63,1.93e-59,"chr15_35305964_35307153"
"chr3",39413681,39416418,2738,"*",8.27,9.11,6.07,3.04,9.34e-63,2.07e-59,"chr3_39413681_39416418"
"chr2",188032356,188034247,1892,"*",7.94,8.84,5.01,3.84,1.13e-62,2.48e-59,"chr2_188032356_188034247"
"chr15",29278259,29279155,897,"*",7.89,3.43,8.85,-5.42,1.16e-62,2.51e-59,"chr15_29278259_29279155"
"chr9",134602418,134603265,848,"*",8.27,6.11,9.1,-2.99,1.38e-62,2.95e-59,"chr9_134602418_134603265"
"chr19",49499810,49501266,1457,"*",7.96,8.85,5.1,3.76,1.63e-62,3.43e-59,"chr19_49499810_49501266"
"chr1",109229355,109230311,957,"*",7.9,8.82,4.73,4.08,2.06e-62,4.28e-59,"chr1_109229355_109230311"
"chr16",22190000,22191564,1565,"*",10.38,9.47,10.93,-1.46,3.4e-62,6.98e-59,"chr16_22190000_22191564"
"chr10",71234298,71236662,2365,"*",8.68,6.99,9.44,-2.46,4.01e-62,8.14e-59,"chr10_71234298_71236662"
"chr8",3244149,3245763,1615,"*",7.88,8.8,4.69,4.1,1.4e-61,2.81e-58,"chr8_3244149_3245763"
"chr11",57646650,57650593,3944,"*",9.44,10.09,8.22,1.87,1.74e-61,3.42e-58,"chr11_57646650_57650593"
"chr2",236765409,236766440,1032,"*",7.8,3.71,8.76,-5.05,1.75e-61,3.42e-58,"chr2_236765409_236766440"
"chr17",12522502,12523478,977,"*",7.78,4.3,8.72,-4.42,2.31e-61,4.48e-58,"chr17_12522502_12523478"
"chr8",38936684,38938839,2156,"*",9.39,8.14,10.05,-1.91,2.54e-61,4.86e-58,"chr8_38936684_38938839"
"chr8",11707949,11710511,2563,"*",8.58,9.35,6.79,2.56,2.78e-61,5.27e-58,"chr8_11707949_11710511"
"chr5",3100710,3102020,1311,"*",7.99,8.88,5.21,3.66,4.42e-61,8.27e-58,"chr5_3100710_3102020"
"chr7",101293371,101295002,1632,"*",7.85,8.81,3.73,5.07,7.26e-61,1.34e-57,"chr7_101293371_101295002"
"chr7",5524836,5526919,2084,"*",9.64,10.25,8.56,1.69,8.34e-61,1.53e-57,"chr7_5524836_5526919"
"chr10",78359212,78360324,1113,"*",8.32,6.21,9.14,-2.94,9.22e-61,1.67e-57,"chr10_78359212_78360324"
"chr1",28510129,28512306,2178,"*",8.64,9.4,6.91,2.5,9.54e-61,1.71e-57,"chr1_28510129_28512306"
"chr9",136719513,136723762,4250,"*",9.09,9.81,7.62,2.18,1.99e-60,3.52e-57,"chr9_136719513_136723762"
"chr15",89747204,89748579,1376,"*",7.88,8.8,4.66,4.14,2.43e-60,4.26e-57,"chr15_89747204_89748579"
"chr9",71681813,71682394,582,"*",7.74,3.98,8.68,-4.71,2.82e-60,4.89e-57,"chr9_71681813_71682394"
"chr22",50533471,50534787,1317,"*",8.08,5.72,8.93,-3.21,3.82e-60,6.56e-57,"chr22_50533471_50534787"
"chr16",3170457,3172609,2153,"*",8.59,9.39,6.66,2.72,4.17e-60,7.09e-57,"chr16_3170457_3172609"
"chr6",31841079,31843766,2688,"*",7.91,8.82,4.88,3.94,4.71e-60,7.94e-57,"chr6_31841079_31843766"
"chr4",153788273,153791464,3192,"*",9.02,9.72,7.59,2.13,6.48e-60,1.08e-56,"chr4_153788273_153791464"
"chr10",78851309,78852238,930,"*",8.17,5.9,9.01,-3.11,7.04e-60,1.16e-56,"chr10_78851309_78852238"
"chr16",50603286,50604277,992,"*",8.11,5.51,8.98,-3.48,8.4e-60,1.37e-56,"chr16_50603286_50604277"
"chr8",48643024,48644120,1097,"*",7.75,3.94,8.7,-4.75,2.2e-59,3.57e-56,"chr8_48643024_48644120"
"chr18",37576932,37578588,1657,"*",7.8,8.72,4.67,4.04,4.62e-59,7.42e-56,"chr18_37576932_37578588"
"chr11",66119032,66120204,1173,"*",7.91,5.25,8.79,-3.54,5.66e-59,9e-56,"chr11_66119032_66120204"
"chr19",15231695,15233835,2141,"*",8.95,9.65,7.53,2.13,2.03e-58,3.2e-55,"chr19_15231695_15233835"
"chr15",73940876,73942456,1581,"*",7.86,4.73,8.77,-4.04,2.22e-58,3.47e-55,"chr15_73940876_73942456"
"chr19",54420002,54421822,1821,"*",8.44,9.25,6.41,2.84,2.42e-58,3.74e-55,"chr19_54420002_54421822"
"chr8",144483944,144485154,1211,"*",7.79,8.75,3.61,5.14,2.51e-58,3.84e-55,"chr8_144483944_144485154"
"chr4",106048246,106049291,1046,"*",7.74,3.41,8.71,-5.3,2.8e-58,4.25e-55,"chr4_106048246_106049291"
"chr22",34914552,34915620,1069,"*",7.7,3.86,8.65,-4.79,3.02e-58,4.54e-55,"chr22_34914552_34915620"
"chr12",68428219,68429575,1357,"*",7.77,4.71,8.68,-3.97,4.03e-58,6.01e-55,"chr12_68428219_68429575"
"chr2",230814724,230815684,961,"*",7.71,3.67,8.66,-4.99,7.84e-58,1.16e-54,"chr2_230814724_230815684"
"chr7",104772315,104773332,1018,"*",7.9,8.78,5.28,3.51,1.42e-57,2.08e-54,"chr7_104772315_104773332"
"chr11",66311670,66313774,2105,"*",10.61,9.84,11.1,-1.26,1.54e-57,2.23e-54,"chr11_66311670_66313774"
"chr9",127443798,127446707,2910,"*",8.51,9.3,6.64,2.66,1.55e-57,2.23e-54,"chr9_127443798_127446707"
"chr5",135743158,135744347,1190,"*",7.7,4.27,8.63,-4.36,1.94e-57,2.77e-54,"chr5_135743158_135744347"
"chr10",85492399,85493396,998,"*",7.82,8.79,3.41,5.38,2.02e-57,2.86e-54,"chr10_85492399_85493396"
"chr19",13817199,13818523,1325,"*",8.89,9.6,7.42,2.18,2.21e-57,3.1e-54,"chr19_13817199_13818523"
"chr7",158818357,158819246,890,"*",8.76,7.17,9.49,-2.32,2.28e-57,3.18e-54,"chr7_158818357_158819246"
"chr16",1978827,1980630,1804,"*",8.15,8.99,5.91,3.08,2.82e-57,3.89e-54,"chr16_1978827_1980630"
"chr19",47256235,47257997,1763,"*",10.25,9.27,10.82,-1.55,3.06e-57,4.2e-54,"chr19_47256235_47257997"
"chr16",55499797,55500845,1049,"*",7.67,4.22,8.6,-4.38,4.76e-57,6.47e-54,"chr16_55499797_55500845"
"chr15",93279527,93280951,1425,"*",7.8,8.71,4.78,3.93,5.2e-57,7.02e-54,"chr15_93279527_93280951"
"chr2",134367924,134369376,1453,"*",7.77,3.3,8.74,-5.44,7.14e-57,9.55e-54,"chr2_134367924_134369376"
"chr4",182212204,182213232,1029,"*",7.68,3.82,8.63,-4.81,8.4e-57,1.11e-53,"chr4_182212204_182213232"
"chr1",221335057,221336325,1269,"*",7.8,4.88,8.7,-3.83,1.51e-56,1.99e-53,"chr1_221335057_221336325"
"chr22",32880833,32882663,1831,"*",8.34,6.44,9.13,-2.69,1.83e-56,2.39e-53,"chr22_32880833_32882663"
"chr13",30142384,30143731,1348,"*",7.64,4.05,8.58,-4.53,2.05e-56,2.65e-53,"chr13_30142384_30143731"
"chr12",48021552,48022319,768,"*",8.17,8.99,6.06,2.93,2.06e-56,2.65e-53,"chr12_48021552_48022319"
"chr2",231370054,231371552,1499,"*",7.71,8.66,3.89,4.77,2.44e-56,3.12e-53,"chr2_231370054_231371552"
"chr20",13302544,13303628,1085,"*",7.81,5.04,8.7,-3.66,3.27e-56,4.14e-53,"chr20_13302544_13303628"
"chr17",50208796,50211238,2443,"*",9.83,8.76,10.44,-1.68,6.03e-56,7.58e-53,"chr17_50208796_50211238"
"chr5",181173445,181174611,1167,"*",8.25,9.05,6.25,2.8,6.34e-56,7.91e-53,"chr5_181173445_181174611"
"chr19",40714619,40717902,3284,"*",10.11,9.26,10.64,-1.38,7.2e-56,8.92e-53,"chr19_40714619_40717902"
"chr19",10112135,10115443,3309,"*",9.05,9.74,7.68,2.06,9.37e-56,1.15e-52,"chr19_10112135_10115443"
"chr1",201136132,201137190,1059,"*",7.74,3.23,8.7,-5.47,1.08e-55,1.32e-52,"chr1_201136132_201137190"
"chr8",66195363,66196386,1024,"*",7.79,3.01,8.77,-5.76,1.2e-55,1.46e-52,"chr8_66195363_66196386"
"chr6",3165504,3167449,1946,"*",8.52,9.28,6.81,2.47,1.29e-55,1.55e-52,"chr6_3165504_3167449"
"chr18",59569830,59571064,1235,"*",8.34,6.45,9.13,-2.67,1.31e-55,1.57e-52,"chr18_59569830_59571064"
"chr17",65572357,65573600,1244,"*",7.89,8.78,5.12,3.66,2.02e-55,2.39e-52,"chr17_65572357_65573600"
"chr10",77877434,77878673,1240,"*",8.48,9.25,6.67,2.58,2.26e-55,2.66e-52,"chr10_77877434_77878673"
"chr20",33992718,33994705,1988,"*",10.41,9.65,10.9,-1.25,2.89e-55,3.38e-52,"chr20_33992718_33994705"
"chr10",93280140,93281899,1760,"*",7.9,8.77,5.32,3.46,3.01e-55,3.5e-52,"chr10_93280140_93281899"
"chr2",83595734,83597331,1598,"*",7.73,3.12,8.7,-5.58,3.24e-55,3.74e-52,"chr2_83595734_83597331"
"chr16",8831607,8833010,1404,"*",7.66,8.61,3.86,4.74,4.75e-55,5.45e-52,"chr16_8831607_8833010"
"chr2",110687670,110689172,1503,"*",7.68,8.63,3.83,4.8,5.23e-55,5.95e-52,"chr2_110687670_110689172"
"chr14",74326154,74327395,1242,"*",7.8,8.69,5,3.7,6.23e-55,7.05e-52,"chr14_74326154_74327395"
"chr17",44539658,44540524,867,"*",7.75,8.65,4.75,3.9,7.31e-55,8.21e-52,"chr17_44539658_44540524"
"chr12",123401911,123402752,842,"*",7.72,8.69,3.44,5.25,7.36e-55,8.21e-52,"chr12_123401911_123402752"
"chr13",106795806,106797387,1582,"*",7.65,8.58,4.27,4.31,8.19e-55,9.08e-52,"chr13_106795806_106797387"
"chr5",80183021,80186072,3052,"*",8.16,8.98,6.1,2.88,1.63e-54,1.8e-51,"chr5_80183021_80186072"
"chr8",102896617,102897442,826,"*",7.59,3.96,8.53,-4.57,2.12e-54,2.32e-51,"chr8_102896617_102897442"
"chr19",46792042,46793481,1440,"*",7.59,3.66,8.54,-4.89,3.3e-54,3.59e-51,"chr19_46792042_46793481"
"chr13",27965704,27967318,1615,"*",8.74,9.47,7.21,2.26,3.36e-54,3.63e-51,"chr13_27965704_27967318"
"chr19",41871766,41873847,2082,"*",8.59,9.33,6.97,2.37,3.62e-54,3.89e-51,"chr19_41871766_41873847"
"chr1",165815870,165817549,1680,"*",7.68,4.81,8.58,-3.78,5.62e-54,6e-51,"chr1_165815870_165817549"
"chr17",4533619,4537418,3800,"*",8.73,9.48,7.12,2.35,6.39e-54,6.78e-51,"chr17_4533619_4537418"
"chr16",77966895,77968133,1239,"*",8.17,9,6.01,2.98,8.07e-54,8.49e-51,"chr16_77966895_77968133"
"chr17",68820672,68822559,1888,"*",7.64,4.68,8.55,-3.87,1.24e-53,1.3e-50,"chr17_68820672_68822559"
"chr16",1958946,1962632,3687,"*",9.91,10.47,8.97,1.5,1.26e-53,1.32e-50,"chr16_1958946_1962632"
"chr2",8677447,8679409,1963,"*",9.79,8.76,10.38,-1.63,2.04e-53,2.1e-50,"chr2_8677447_8679409"
"chr12",114667158,114669717,2560,"*",9.4,8.29,10.02,-1.73,2.09e-53,2.15e-50,"chr12_114667158_114669717"
"chr8",42719773,42721497,1725,"*",7.95,5.69,8.79,-3.1,2.44e-53,2.49e-50,"chr8_42719773_42721497"
"chr10",4241618,4243108,1491,"*",7.84,5.14,8.72,-3.58,3.18e-53,3.23e-50,"chr10_4241618_4243108"
"chr9",32344377,32345857,1481,"*",7.64,8.56,4.34,4.22,3.58e-53,3.62e-50,"chr9_32344377_32345857"
"chr3",193812459,193813736,1278,"*",7.65,8.59,4.13,4.45,5.21e-53,5.23e-50,"chr3_193812459_193813736"
"chr17",46821269,46822773,1505,"*",7.64,8.56,4.36,4.2,5.56e-53,5.54e-50,"chr17_46821269_46822773"
"chr16",57509609,57510727,1119,"*",8.33,6.45,9.12,-2.67,5.99e-53,5.94e-50,"chr16_57509609_57510727"
"chr15",85750456,85752356,1901,"*",8.35,9.13,6.56,2.56,6.14e-53,6.05e-50,"chr15_85750456_85752356"
"chr9",107130894,107131916,1023,"*",7.63,8.55,4.46,4.09,6.35e-53,6.22e-50,"chr9_107130894_107131916"
"chr9",128382795,128384035,1241,"*",7.89,8.78,5.14,3.64,8.35e-53,8.14e-50,"chr9_128382795_128384035"
"chr19",54207675,54211329,3655,"*",9.22,9.87,8.01,1.86,1.02e-52,9.85e-50,"chr19_54207675_54211329"
"chr2",202148653,202150226,1574,"*",8.27,9.06,6.37,2.68,1.39e-52,1.34e-49,"chr2_202148653_202150226"
"chr5",17180545,17181632,1088,"*",8.21,6.32,9.01,-2.68,1.85e-52,1.77e-49,"chr5_17180545_17181632"
"chr3",57159153,57161021,1869,"*",8.11,8.93,6.08,2.85,2.45e-52,2.33e-49,"chr3_57159153_57161021"
"chr15",67178085,67179359,1275,"*",7.77,5.18,8.65,-3.47,2.93e-52,2.78e-49,"chr15_67178085_67179359"
"chr1",203363964,203365194,1231,"*",8.56,6.91,9.31,-2.4,3.1e-52,2.92e-49,"chr1_203363964_203365194"
"chr10",3094353,3096305,1953,"*",7.92,5.58,8.77,-3.19,3.62e-52,3.39e-49,"chr10_3094353_3096305"
"chr15",80155528,80156163,636,"*",7.58,4.48,8.5,-4.02,5.9e-52,5.49e-49,"chr15_80155528_80156163"
"chr6",166166810,166169889,3080,"*",8.56,9.32,6.86,2.46,6.63e-52,6.12e-49,"chr6_166166810_166169889"
"chr1",83692132,83693694,1563,"*",8.38,9.16,6.61,2.54,6.64e-52,6.12e-49,"chr1_83692132_83693694"
"chr5",132264696,132266302,1607,"*",7.68,4.99,8.57,-3.58,6.73e-52,6.16e-49,"chr5_132264696_132266302"
"chr4",112645011,112646339,1329,"*",7.84,8.81,2.81,6.01,8.33e-52,7.59e-49,"chr4_112645011_112646339"
"chr10",78587759,78588900,1142,"*",7.68,2.88,8.65,-5.78,9.22e-52,8.35e-49,"chr10_78587759_78588900"
"chr5",181233857,181236199,2343,"*",8.05,8.88,5.93,2.95,9.71e-52,8.75e-49,"chr5_181233857_181236199"
"chr4",173521785,173524403,2619,"*",8.94,7.64,9.62,-1.97,1.15e-51,1.03e-48,"chr4_173521785_173524403"
"chr6",10416759,10417921,1163,"*",8.02,8.85,5.9,2.94,1.24e-51,1.11e-48,"chr6_10416759_10417921"
"chr19",5903517,5905185,1669,"*",10.87,10.22,11.31,-1.09,1.34e-51,1.19e-48,"chr19_5903517_5905185"
"chr2",20491865,20492560,696,"*",7.95,5.74,8.79,-3.04,1.59e-51,1.4e-48,"chr2_20491865_20492560"
"chr3",54628865,54631009,2145,"*",7.55,8.5,3.85,4.65,1.6e-51,1.41e-48,"chr3_54628865_54631009"
"chr13",51147909,51149284,1376,"*",7.89,8.74,5.56,3.18,1.63e-51,1.42e-48,"chr13_51147909_51149284"
"chr11",64762453,64763849,1397,"*",8.05,8.87,5.97,2.89,1.63e-51,1.42e-48,"chr11_64762453_64763849"
"chr18",2825719,2827162,1444,"*",7.56,4.21,8.48,-4.27,1.69e-51,1.46e-48,"chr18_2825719_2827162"
"chr2",172379990,172382331,2342,"*",7.88,8.73,5.56,3.18,1.7e-51,1.46e-48,"chr2_172379990_172382331"
"chr1",192539486,192540167,682,"*",7.59,4.68,8.49,-3.82,2.16e-51,1.84e-48,"chr1_192539486_192540167"
"chr18",58847156,58849094,1939,"*",8.44,9.2,6.7,2.5,2.9e-51,2.47e-48,"chr18_58847156_58849094"
"chr22",45522233,45523052,820,"*",7.74,2.74,8.71,-5.97,4.01e-51,3.39e-48,"chr22_45522233_45523052"
"chr20",36585291,36586243,953,"*",7.59,8.54,3.59,4.95,4.55e-51,3.84e-48,"chr20_36585291_36586243"
"chr4",56844427,56845442,1016,"*",7.58,8.52,4.01,4.51,5.78e-51,4.85e-48,"chr4_56844427_56845442"
"chr10",99965795,99967009,1215,"*",7.63,3,8.6,-5.6,6.73e-51,5.62e-48,"chr10_99965795_99967009"
"chr5",135271625,135272811,1187,"*",8.09,6.09,8.9,-2.8,7.68e-51,6.37e-48,"chr5_135271625_135272811"
"chr15",67164600,67166481,1882,"*",7.58,8.49,4.45,4.04,1.13e-50,9.32e-48,"chr15_67164600_67166481"
"chr18",8661605,8663210,1606,"*",7.93,8.77,5.68,3.1,1.19e-50,9.82e-48,"chr18_8661605_8663210"
"chr12",6537874,6540985,3112,"*",9.52,10.13,8.44,1.68,1.37e-50,1.12e-47,"chr12_6537874_6540985"
"chr11",2692479,2694292,1814,"*",8.05,8.9,5.72,3.17,1.52e-50,1.24e-47,"chr11_2692479_2694292"
"chr2",216774672,216775583,912,"*",7.51,4.36,8.43,-4.07,1.83e-50,1.48e-47,"chr2_216774672_216775583"
"chr15",58731678,58732536,859,"*",7.49,4.1,8.42,-4.32,2.26e-50,1.82e-47,"chr15_58731678_58732536"
"chr14",95495856,95497649,1794,"*",7.64,4.87,8.53,-3.66,3.08e-50,2.47e-47,"chr14_95495856_95497649"
"chr19",18521250,18522792,1543,"*",9.81,8.85,10.38,-1.52,3.16e-50,2.53e-47,"chr19_18521250_18522792"
"chr18",3593026,3595693,2668,"*",9.08,7.88,9.72,-1.84,3.21e-50,2.55e-47,"chr18_3593026_3595693"
"chr13",52954771,52956330,1560,"*",7.85,8.7,5.52,3.18,3.75e-50,2.97e-47,"chr13_52954771_52956330"
"chr3",39146818,39147626,809,"*",7.97,5.9,8.79,-2.9,4.4e-50,3.46e-47,"chr3_39146818_39147626"
"chr3",72334918,72335849,932,"*",7.65,8.54,4.91,3.63,6.06e-50,4.75e-47,"chr3_72334918_72335849"
"chr5",178630466,178631124,659,"*",7.51,3.79,8.45,-4.66,6.61e-50,5.13e-47,"chr5_178630466_178631124"
"chr2",64251168,64253087,1920,"*",7.61,8.51,4.67,3.84,6.61e-50,5.13e-47,"chr2_64251168_64253087"
"chr1",204108358,204109446,1089,"*",7.73,8.62,4.96,3.66,6.77e-50,5.23e-47,"chr1_204108358_204109446"
"chrX",149938036,149940895,2860,"*",9.99,9.06,10.55,-1.48,7.12e-50,5.46e-47,"chrX_149938036_149940895"
