"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr9",123364401,123364886,486,"*",7.76,2.48,8.74,-6.26,8.15e-62,2.11e-58,"chr9_123364401_123364886"
"chr2",172335409,172336549,1141,"*",7.62,3.4,8.58,-5.19,9.13e-62,2.34e-58,"chr2_172335409_172336549"
"chr11",64888865,64889303,439,"*",7.97,5.02,8.87,-3.85,1e-61,2.54e-58,"chr11_64888865_64889303"
"chr6",4224413,4225336,924,"*",7.85,2.17,8.84,-6.67,1.22e-61,3.06e-58,"chr6_4224413_4225336"
"chr1",27589779,27590470,692,"*",7.95,5.01,8.85,-3.83,1.83e-61,4.53e-58,"chr1_27589779_27590470"
"chr5",110916444,110917472,1029,"*",7.7,4.59,8.61,-4.02,3.22e-61,7.9e-58,"chr5_110916444_110917472"
"chr9",95856996,95857808,813,"*",7.61,3.6,8.56,-4.96,4.75e-61,1.15e-57,"chr9_95856996_95857808"
"chr5",35354731,35355312,582,"*",7.81,2.38,8.79,-6.41,8.66e-61,2.08e-57,"chr5_35354731_35355312"
"chr11",60710545,60711618,1074,"*",7.85,4.99,8.75,-3.76,1.41e-60,3.35e-57,"chr11_60710545_60711618"
"chr5",169442822,169443549,728,"*",7.62,2.58,8.6,-6.01,1.51e-60,3.55e-57,"chr5_169442822_169443549"
"chr15",70494715,70495384,670,"*",7.57,3.9,8.51,-4.61,1.53e-60,3.56e-57,"chr15_70494715_70495384"
"chr19",51690542,51691068,527,"*",8.29,6.02,9.13,-3.11,1.84e-60,4.25e-57,"chr19_51690542_51691068"
"chr9",127388244,127388889,646,"*",7.59,3.49,8.55,-5.05,2.02e-60,4.62e-57,"chr9_127388244_127388889"
"chr10",103491851,103492423,573,"*",7.62,4.06,8.56,-4.5,4.21e-60,9.53e-57,"chr10_103491851_103492423"
"chr2",237296781,237299030,2250,"*",7.51,3.73,8.46,-4.72,6.82e-60,1.53e-56,"chr2_237296781_237299030"
"chr2",219387736,219388474,739,"*",9.3,7.76,10.02,-2.26,7.31e-60,1.62e-56,"chr2_219387736_219388474"
"chr19",1252993,1253639,647,"*",8.1,5.32,8.99,-3.67,1.39e-59,3.06e-56,"chr19_1252993_1253639"
"chr1",218817084,218818193,1110,"*",7.71,4.25,8.64,-4.39,2.2e-59,4.8e-56,"chr1_218817084_218818193"
"chr12",45268728,45269498,771,"*",7.82,4.96,8.71,-3.75,3.57e-59,7.72e-56,"chr12_45268728_45269498"
"chr17",77734967,77735852,886,"*",7.92,5.35,8.79,-3.44,7.53e-59,1.61e-55,"chr17_77734967_77735852"
"chr5",168875798,168876302,505,"*",7.53,3.92,8.47,-4.56,8.03e-59,1.7e-55,"chr5_168875798_168876302"
"chr2",218286759,218287421,663,"*",8.44,6.34,9.26,-2.92,2.15e-58,4.51e-55,"chr2_218286759_218287421"
"chr19",40714950,40716531,1582,"*",9.53,8.11,10.24,-2.13,2.42e-58,5.04e-55,"chr19_40714950_40716531"
"chr5",154486232,154486734,503,"*",7.91,4.86,8.82,-3.96,2.95e-58,6.08e-55,"chr5_154486232_154486734"
"chr16",55499962,55500612,651,"*",7.49,2.9,8.46,-5.56,3.68e-58,7.53e-55,"chr16_55499962_55500612"
"chr3",125063059,125063534,476,"*",7.74,4.43,8.67,-4.24,6.92e-58,1.4e-54,"chr3_125063059_125063534"
"chr8",126588499,126589024,526,"*",7.67,3.84,8.62,-4.78,9.83e-58,1.97e-54,"chr8_126588499_126589024"
"chr6",41519681,41520319,639,"*",7.54,3.65,8.49,-4.84,1.06e-57,2.11e-54,"chr6_41519681_41520319"
"chr17",48513689,48514459,771,"*",7.55,2.44,8.53,-6.09,1.63e-57,3.22e-54,"chr17_48513689_48514459"
"chr22",27239058,27239704,647,"*",7.48,3.24,8.44,-5.2,4.21e-57,8.25e-54,"chr22_27239058_27239704"
"chr10",133278446,133279030,585,"*",7.41,3.43,8.36,-4.93,5.36e-57,1.04e-53,"chr10_133278446_133279030"
"chr2",189657980,189658587,608,"*",7.51,3.04,8.48,-5.44,6.58e-57,1.27e-53,"chr2_189657980_189658587"
"chr7",37095102,37095732,631,"*",7.44,2.83,8.41,-5.58,6.79e-57,1.3e-53,"chr7_37095102_37095732"
"chr10",60757397,60757968,572,"*",7.8,4.69,8.71,-4.02,8.12e-57,1.54e-53,"chr10_60757397_60757968"
"chr19",6216904,6217829,926,"*",8.25,6.07,9.08,-3.01,1.62e-56,3.04e-53,"chr19_6216904_6217829"
"chr13",30870320,30870864,545,"*",8.22,5.6,9.1,-3.5,1.92e-56,3.57e-53,"chr13_30870320_30870864"
"chr3",56926518,56927082,565,"*",7.56,2.38,8.54,-6.16,2.26e-56,4.17e-53,"chr3_56926518_56927082"
"chr2",74991773,74992430,658,"*",7.55,4.35,8.47,-4.12,5.18e-56,9.5e-53,"chr2_74991773_74992430"
"chr3",73603857,73604906,1050,"*",7.52,3.9,8.46,-4.56,5.68e-56,1.03e-52,"chr3_73603857_73604906"
"chr9",123375639,123376376,738,"*",8.11,5.25,9,-3.75,6.01e-56,1.09e-52,"chr9_123375639_123376376"
"chr16",5097779,5098420,642,"*",9.32,7.87,10.03,-2.16,6.44e-56,1.16e-52,"chr16_5097779_5098420"
"chr16",84952198,84952997,800,"*",8.32,5.9,9.18,-3.28,7.09e-56,1.26e-52,"chr16_84952198_84952997"
"chr3",64501284,64501997,714,"*",7.69,2,8.68,-6.67,8.33e-56,1.47e-52,"chr3_64501284_64501997"
"chr6",104613450,104614008,559,"*",7.51,4.1,8.44,-4.34,9.19e-56,1.61e-52,"chr6_104613450_104614008"
"chr7",124459302,124459795,494,"*",7.72,1.98,8.71,-6.73,1.02e-55,1.77e-52,"chr7_124459302_124459795"
"chr19",5090915,5091679,765,"*",7.6,4.54,8.51,-3.97,1.3e-55,2.24e-52,"chr19_5090915_5091679"
"chr9",136790947,136791672,726,"*",9.51,8.07,10.21,-2.14,1.35e-55,2.32e-52,"chr9_136790947_136791672"
"chr9",69131592,69132136,545,"*",7.38,3.27,8.34,-5.07,1.49e-55,2.54e-52,"chr9_69131592_69132136"
"chr8",37478969,37479725,757,"*",7.68,3.96,8.62,-4.66,4.08e-55,6.89e-52,"chr8_37478969_37479725"
"chr1",9242331,9243093,763,"*",7.66,4.32,8.59,-4.27,5.29e-55,8.88e-52,"chr1_9242331_9243093"
"chr2",223744397,223745012,616,"*",7.57,2.73,8.54,-5.81,6.9e-55,1.15e-51,"chr2_223744397_223745012"
"chr3",187281080,187281806,727,"*",7.53,4.34,8.45,-4.11,7.88e-55,1.3e-51,"chr3_187281080_187281806"
"chr14",54186908,54187665,758,"*",7.34,3.01,8.31,-5.3,8.32e-55,1.37e-51,"chr14_54186908_54187665"
"chr17",44599461,44599997,537,"*",7.96,5.55,8.82,-3.27,8.43e-55,1.37e-51,"chr17_44599461_44599997"
"chr4",152590217,152590689,473,"*",7.49,2.4,8.46,-6.07,9.36e-55,1.52e-51,"chr4_152590217_152590689"
"chr9",134707056,134707801,746,"*",7.38,3.16,8.34,-5.18,1.2e-54,1.92e-51,"chr9_134707056_134707801"
"chr3",50264572,50265056,485,"*",9.74,8.28,10.46,-2.18,1.26e-54,2.02e-51,"chr3_50264572_50265056"
"chr8",133033120,133033780,661,"*",7.56,4.07,8.49,-4.42,1.64e-54,2.6e-51,"chr8_133033120_133033780"
"chr12",52925027,52926362,1336,"*",8.2,5.75,9.06,-3.32,2.34e-54,3.68e-51,"chr12_52925027_52926362"
"chr8",48342389,48343038,650,"*",7.63,4.79,8.52,-3.73,2.85e-54,4.45e-51,"chr8_48342389_48343038"
"chr15",55267310,55267889,580,"*",7.8,1.79,8.79,-7,3.24e-54,5.04e-51,"chr15_55267310_55267889"
"chr12",12979542,12980074,533,"*",7.43,4.09,8.35,-4.26,3.4e-54,5.25e-51,"chr12_12979542_12980074"
"chr2",37802278,37803345,1068,"*",7.33,3.25,8.29,-5.03,3.58e-54,5.48e-51,"chr2_37802278_37803345"
"chr12",98912104,98912652,549,"*",8.06,1.43,9.05,-7.62,3.81e-54,5.81e-51,"chr12_98912104_98912652"
"chr19",51726066,51726758,693,"*",7.85,1.74,8.84,-7.1,5.82e-54,8.81e-51,"chr19_51726066_51726758"
"chr20",50422682,50423596,915,"*",7.74,1.87,8.73,-6.87,6.05e-54,9.1e-51,"chr20_50422682_50423596"
"chr3",194312710,194313210,501,"*",7.54,4.41,8.46,-4.05,6.42e-54,9.6e-51,"chr3_194312710_194313210"
"chr17",59093549,59094095,547,"*",7.46,2.31,8.44,-6.12,8.03e-54,1.19e-50,"chr17_59093549_59094095"
"chr10",104330195,104330666,472,"*",7.34,3.66,8.28,-4.62,1e-53,1.48e-50,"chr10_104330195_104330666"
"chr9",106921015,106921922,908,"*",7.71,4.7,8.62,-3.92,1.19e-53,1.75e-50,"chr9_106921015_106921922"
"chr16",22190546,22191116,571,"*",9.65,8.21,10.36,-2.14,1.36e-53,1.98e-50,"chr16_22190546_22191116"
"chr9",128215871,128216469,599,"*",7.56,3.74,8.5,-4.77,1.42e-53,2.05e-50,"chr9_128215871_128216469"
"chr1",158010406,158011269,864,"*",7.85,5.28,8.73,-3.45,1.65e-53,2.37e-50,"chr1_158010406_158011269"
"chr22",32880971,32882028,1058,"*",7.67,4.45,8.6,-4.15,2.18e-53,3.12e-50,"chr22_32880971_32882028"
"chr11",89435914,89436541,628,"*",7.43,2.9,8.4,-5.5,3.28e-53,4.66e-50,"chr11_89435914_89436541"
"chr1",43069592,43070329,738,"*",7.95,5.43,8.81,-3.38,3.43e-53,4.85e-50,"chr1_43069592_43070329"
"chr20",45781312,45782091,780,"*",7.35,2.59,8.33,-5.73,3.46e-53,4.86e-50,"chr20_45781312_45782091"
"chr18",22193512,22194587,1076,"*",7.67,4.99,8.55,-3.56,3.65e-53,5.09e-50,"chr18_22193512_22194587"
"chr8",30284440,30284917,478,"*",7.52,4.55,8.43,-3.88,5.65e-53,7.84e-50,"chr8_30284440_30284917"
"chr4",81650838,81651592,755,"*",7.56,4.68,8.46,-3.78,5.92e-53,8.16e-50,"chr4_81650838_81651592"
"chr13",40189942,40191293,1352,"*",7.66,4.69,8.56,-3.87,6.59e-53,9.04e-50,"chr13_40189942_40191293"
"chr6",3664550,3665295,746,"*",7.34,3.72,8.28,-4.56,7.93e-53,1.08e-49,"chr6_3664550_3665295"
"chr1",154407908,154408743,836,"*",7.32,3.13,8.28,-5.15,1.11e-52,1.51e-49,"chr1_154407908_154408743"
"chr12",22275742,22276421,680,"*",7.59,3.95,8.53,-4.58,1.13e-52,1.53e-49,"chr12_22275742_22276421"
"chr16",57268829,57269279,451,"*",7.61,3.64,8.56,-4.92,1.17e-52,1.56e-49,"chr16_57268829_57269279"
"chr12",49868966,49869553,588,"*",7.52,3.68,8.46,-4.78,1.18e-52,1.58e-49,"chr12_49868966_49869553"
"chr3",112084907,112085333,427,"*",7.28,3.36,8.23,-4.87,1.22e-52,1.62e-49,"chr3_112084907_112085333"
"chr16",58098426,58098988,563,"*",7.36,3.29,8.31,-5.02,1.28e-52,1.69e-49,"chr16_58098426_58098988"
"chr8",118414819,118416041,1223,"*",7.83,5.38,8.69,-3.31,1.56e-52,2.04e-49,"chr8_118414819_118416041"
"chr2",205696857,205697587,731,"*",7.29,3.28,8.25,-4.97,1.66e-52,2.16e-49,"chr2_205696857_205697587"
"chr3",125129210,125129874,665,"*",7.28,2.92,8.25,-5.33,2.19e-52,2.83e-49,"chr3_125129210_125129874"
"chr22",30235312,30236167,856,"*",7.97,5.74,8.81,-3.07,2.41e-52,3.1e-49,"chr22_30235312_30236167"
"chr4",6942289,6942939,651,"*",7.37,3.97,8.31,-4.34,2.85e-52,3.65e-49,"chr4_6942289_6942939"
"chr15",64801896,64802406,511,"*",7.4,3.91,8.33,-4.42,3.94e-52,5.02e-49,"chr15_64801896_64802406"
"chr18",46088471,46089069,599,"*",7.4,2.28,8.38,-6.1,4e-52,5.07e-49,"chr18_46088471_46089069"
"chr10",78260156,78260724,569,"*",7.31,3.76,8.25,-4.48,4.48e-52,5.65e-49,"chr10_78260156_78260724"
"chr6",149209865,149210977,1113,"*",7.62,1.89,8.6,-6.72,4.75e-52,5.95e-49,"chr6_149209865_149210977"
"chr2",120779824,120780438,615,"*",7.99,5.58,8.85,-3.27,5.2e-52,6.48e-49,"chr2_120779824_120780438"
"chr11",47004645,47005155,511,"*",7.36,2.86,8.33,-5.47,6.64e-52,8.24e-49,"chr11_47004645_47005155"
"chr10",78588129,78588677,549,"*",7.87,1.63,8.86,-7.23,8.75e-52,1.08e-48,"chr10_78588129_78588677"
"chr3",58471055,58471660,606,"*",7.3,3.63,8.24,-4.61,8.81e-52,1.08e-48,"chr3_58471055_58471660"
"chr11",57322161,57322914,754,"*",8.3,6.31,9.11,-2.8,9.56e-52,1.17e-48,"chr11_57322161_57322914"
"chr1",53145982,53146653,672,"*",7.35,3.36,8.3,-4.94,1.06e-51,1.29e-48,"chr1_53145982_53146653"
"chr6",158856194,158856702,509,"*",7.39,2.49,8.37,-5.87,1.15e-51,1.39e-48,"chr6_158856194_158856702"
"chr1",43582118,43582685,568,"*",7.47,3.87,8.41,-4.53,1.17e-51,1.4e-48,"chr1_43582118_43582685"
"chr3",125916014,125916533,520,"*",8.96,7.46,9.68,-2.22,1.35e-51,1.61e-48,"chr3_125916014_125916533"
"chr7",132080784,132081402,619,"*",7.85,1.56,8.84,-7.28,1.51e-51,1.8e-48,"chr7_132080784_132081402"
"chr3",39146963,39147465,503,"*",7.83,5.09,8.71,-3.63,2.5e-51,2.95e-48,"chr3_39146963_39147465"
"chr1",53957015,53957637,623,"*",7.51,4.39,8.43,-4.04,2.63e-51,3.09e-48,"chr1_53957015_53957637"
"chr19",47256849,47257347,499,"*",9.26,7.4,10.04,-2.64,2.63e-51,3.09e-48,"chr19_47256849_47257347"
"chr8",133356335,133357262,928,"*",7.51,4.61,8.41,-3.8,2.66e-51,3.1e-48,"chr8_133356335_133357262"
"chr9",87290230,87290955,726,"*",7.38,3.87,8.31,-4.44,2.8e-51,3.25e-48,"chr9_87290230_87290955"
"chr12",54135409,54136121,713,"*",7.73,4.7,8.64,-3.94,2.91e-51,3.36e-48,"chr12_54135409_54136121"
"chr3",108022436,108023144,709,"*",7.33,3.8,8.26,-4.46,3.67e-51,4.21e-48,"chr3_108022436_108023144"
"chr10",121078738,121079237,500,"*",7.4,3.88,8.33,-4.45,3.7e-51,4.23e-48,"chr10_121078738_121079237"
"chr11",15889760,15890686,927,"*",7.3,3.8,8.24,-4.44,3.88e-51,4.41e-48,"chr11_15889760_15890686"
"chr1",206416266,206416889,624,"*",7.78,1.56,8.77,-7.21,5.35e-51,6.05e-48,"chr1_206416266_206416889"
"chr17",31571292,31571851,560,"*",7.42,2.24,8.4,-6.16,5.81e-51,6.54e-48,"chr17_31571292_31571851"
"chr4",105997946,105998590,645,"*",7.51,4.15,8.44,-4.29,6.46e-51,7.25e-48,"chr4_105997946_105998590"
"chr1",59994611,59995207,597,"*",7.73,1.6,8.72,-7.12,7.92e-51,8.84e-48,"chr1_59994611_59995207"
"chr16",48127016,48127617,602,"*",7.46,2.55,8.44,-5.88,8.14e-51,9.04e-48,"chr16_48127016_48127617"
"chr8",47479366,47480332,967,"*",7.62,5,8.5,-3.5,9.04e-51,9.98e-48,"chr8_47479366_47480332"
"chr3",11600485,11601002,518,"*",8.51,6.45,9.33,-2.88,1.11e-50,1.22e-47,"chr3_11600485_11601002"
"chr19",9819014,9819580,567,"*",9.1,7.49,9.84,-2.35,1.25e-50,1.37e-47,"chr19_9819014_9819580"
"chr6",131478832,131479354,523,"*",7.22,3.28,8.17,-4.89,1.65e-50,1.79e-47,"chr6_131478832_131479354"
"chr5",38672258,38672824,567,"*",7.34,2.79,8.31,-5.52,1.82e-50,1.98e-47,"chr5_38672258_38672824"
"chr1",201461143,201462223,1081,"*",7.49,4.14,8.41,-4.28,1.84e-50,1.99e-47,"chr1_201461143_201462223"
"chr17",44587309,44587810,502,"*",7.53,4.32,8.45,-4.13,1.86e-50,2e-47,"chr17_44587309_44587810"
"chr12",52976326,52977154,829,"*",7.97,5.69,8.81,-3.12,2.34e-50,2.5e-47,"chr12_52976326_52977154"
"chr7",142957025,142957725,701,"*",7.27,2.8,8.24,-5.44,2.38e-50,2.53e-47,"chr7_142957025_142957725"
"chr22",37741065,37741683,619,"*",7.68,4.72,8.59,-3.87,2.95e-50,3.12e-47,"chr22_37741065_37741683"
