"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr19",47718921,47719542,622,"*",8.2,4.92,9.13,-4.21,5e-67,4.31e-63,"chr19_47718921_47719542"
"chr19",13055426,13056095,670,"*",8.6,6.36,9.43,-3.07,8.59e-67,7.15e-63,"chr19_13055426_13056095"
"chr14",64758166,64759068,903,"*",8.2,5.46,9.08,-3.63,1.71e-66,1.38e-62,"chr14_64758166_64759068"
"chr18",23779679,23780318,640,"*",7.92,3.96,8.88,-4.92,5.43e-66,4.22e-62,"chr18_23779679_23780318"
"chr9",116234003,116234627,625,"*",8.03,4.69,8.96,-4.27,6.12e-66,4.57e-62,"chr9_116234003_116234627"
"chr5",132265372,132266176,805,"*",8.04,4.12,8.99,-4.87,6.28e-66,4.57e-62,"chr5_132265372_132266176"
"chr10",121096880,121097565,686,"*",7.99,4.73,8.91,-4.18,8.23e-66,5.82e-62,"chr10_121096880_121097565"
"chr1",9371388,9371933,546,"*",7.92,3.37,8.89,-5.53,4.44e-65,3.04e-61,"chr1_9371388_9371933"
"chr6",73513940,73515128,1189,"*",8.39,9.32,5,4.32,7.53e-65,5.01e-61,"chr6_73513940_73515128"
"chr12",89947617,89948494,878,"*",7.87,4.45,8.8,-4.35,2.03e-63,1.31e-59,"chr12_89947617_89948494"
"chr2",100291151,100292502,1352,"*",8.63,6.54,9.45,-2.91,2.97e-63,1.87e-59,"chr2_100291151_100292502"
"chr4",68963036,68963755,720,"*",7.82,3.58,8.79,-5.2,4.5e-63,2.76e-59,"chr4_68963036_68963755"
"chr1",201494080,201494728,649,"*",7.88,4.39,8.81,-4.42,7.65e-63,4.57e-59,"chr1_201494080_201494728"
"chr7",5522923,5524411,1489,"*",8.47,9.35,5.93,3.41,2.73e-62,1.59e-58,"chr7_5522923_5524411"
"chr3",50264572,50265056,485,"*",9.71,8.09,10.46,-2.36,3.55e-62,2.02e-58,"chr3_50264572_50265056"
"chr19",51726066,51726758,693,"*",7.88,3.71,8.84,-5.13,3.65e-62,2.03e-58,"chr19_51726066_51726758"
"chr9",134491898,134492778,881,"*",7.8,3.63,8.76,-5.13,7.59e-62,4.12e-58,"chr9_134491898_134492778"
"chr5",144125168,144125814,647,"*",7.86,4.43,8.79,-4.36,1.26e-61,6.69e-58,"chr5_144125168_144125814"
"chr13",30870320,30870864,545,"*",8.21,5.5,9.1,-3.6,7.04e-61,3.65e-57,"chr13_30870320_30870864"
"chr13",79750114,79750701,588,"*",8.12,5.45,9,-3.54,1.03e-60,5.24e-57,"chr13_79750114_79750701"
"chr8",274273,274750,478,"*",7.75,3.76,8.7,-4.94,2.34e-60,1.16e-56,"chr8_274273_274750"
"chr1",151988432,151989231,800,"*",7.97,5.02,8.88,-3.86,4.79e-60,2.33e-56,"chr1_151988432_151989231"
"chr18",48827657,48829176,1520,"*",8.83,6.98,9.61,-2.63,5.38e-60,2.56e-56,"chr18_48827657_48829176"
"chr4",8472707,8473296,590,"*",7.71,3.49,8.67,-5.18,6.86e-60,3.2e-56,"chr4_8472707_8473296"
"chr20",5817441,5818018,578,"*",7.85,4.23,8.79,-4.56,9.69e-60,4.43e-56,"chr20_5817441_5818018"
"chr11",72561535,72562230,696,"*",7.9,2.75,8.88,-6.13,1.92e-59,8.59e-56,"chr11_72561535_72562230"
"chr12",45268728,45269498,771,"*",7.78,4.27,8.71,-4.44,2.78e-59,1.22e-55,"chr12_45268728_45269498"
"chr11",61762433,61763267,835,"*",7.86,3.65,8.82,-5.17,7.78e-59,3.36e-55,"chr11_61762433_61763267"
"chr14",53998985,53999487,503,"*",7.94,2.89,8.92,-6.02,9.38e-59,3.98e-55,"chr14_53998985_53999487"
"chr22",30235312,30236167,856,"*",7.91,5.02,8.81,-3.79,9.66e-59,4.02e-55,"chr22_30235312_30236167"
"chr1",27589779,27590470,692,"*",7.92,4.5,8.85,-4.35,5.16e-58,2.11e-54,"chr1_27589779_27590470"
"chr11",19931083,19931619,537,"*",7.76,3.18,8.72,-5.55,5.73e-58,2.3e-54,"chr11_19931083_19931619"
"chr6",4224413,4225336,924,"*",7.86,2.59,8.84,-6.24,6.01e-58,2.37e-54,"chr6_4224413_4225336"
"chr3",125063059,125063534,476,"*",7.71,3.61,8.67,-5.06,6.37e-58,2.48e-54,"chr3_125063059_125063534"
"chr20",50422682,50423596,915,"*",7.79,4.13,8.73,-4.6,6.96e-58,2.66e-54,"chr20_50422682_50423596"
"chr22",28985980,28986639,660,"*",7.85,2.56,8.84,-6.27,1.09e-57,4.08e-54,"chr22_28985980_28986639"
"chr5",154486232,154486734,503,"*",7.88,4.29,8.82,-4.53,1.25e-57,4.62e-54,"chr5_154486232_154486734"
"chr10",114349575,114350550,976,"*",7.7,3.41,8.66,-5.25,2.29e-57,8.33e-54,"chr10_114349575_114350550"
"chr10",116014619,116015382,764,"*",7.65,3.31,8.62,-5.31,7.26e-57,2.6e-53,"chr10_116014619_116015382"
"chr18",37299175,37299920,746,"*",7.81,4.37,8.74,-4.36,1.15e-56,4.05e-53,"chr18_37299175_37299920"
"chr7",46512923,46513690,768,"*",7.61,3.34,8.58,-5.24,3.73e-56,1.3e-52,"chr7_46512923_46513690"
"chr1",218817084,218818193,1110,"*",7.7,3.99,8.64,-4.65,5.01e-56,1.72e-52,"chr1_218817084_218818193"
"chr1",208141784,208142473,690,"*",7.78,3.22,8.75,-5.53,6.39e-56,2.16e-52,"chr1_208141784_208142473"
"chr2",120779824,120780438,615,"*",7.95,5.01,8.85,-3.84,9.88e-56,3.29e-52,"chr2_120779824_120780438"
"chr9",70419482,70420668,1187,"*",9.28,7.76,10,-2.24,1.35e-55,4.44e-52,"chr9_70419482_70420668"
"chr5",35354731,35355312,582,"*",7.81,2.79,8.79,-6,1.71e-55,5.55e-52,"chr5_35354731_35355312"
"chr15",75180627,75181212,586,"*",7.76,4.52,8.68,-4.16,3.87e-55,1.24e-51,"chr15_75180627_75181212"
"chr12",6839772,6840702,931,"*",8.23,5.84,9.09,-3.25,5.43e-55,1.71e-51,"chr12_6839772_6840702"
"chr12",83763290,83763967,678,"*",7.64,2.93,8.61,-5.68,6.37e-55,1.98e-51,"chr12_83763290_83763967"
"chr7",5691673,5692817,1145,"*",7.91,5.22,8.79,-3.58,1.43e-54,4.37e-51,"chr7_5691673_5692817"
"chr5",114657366,114658721,1356,"*",7.84,4.93,8.74,-3.81,1.9e-54,5.76e-51,"chr5_114657366_114658721"
"chr1",43048906,43049979,1074,"*",7.67,4.25,8.6,-4.35,4.54e-54,1.36e-50,"chr1_43048906_43049979"
"chr5",132387445,132388325,881,"*",7.73,4.63,8.65,-4.02,5.55e-54,1.64e-50,"chr5_132387445_132388325"
"chr3",541181,541764,584,"*",7.96,2.12,8.95,-6.82,2.16e-53,6.3e-50,"chr3_541181_541764"
"chr11",94734534,94735100,567,"*",7.88,8.82,4.15,4.67,3.32e-53,9.55e-50,"chr11_94734534_94735100"
"chr3",56926518,56927082,565,"*",7.61,4.1,8.54,-4.44,4.08e-53,1.16e-49,"chr3_56926518_56927082"
"chr19",39139220,39140284,1065,"*",8.35,6.11,9.18,-3.07,7.07e-53,1.99e-49,"chr19_39139220_39140284"
"chr11",19499146,19499824,679,"*",7.51,3.34,8.47,-5.13,8.05e-53,2.23e-49,"chr11_19499146_19499824"
"chr15",70494715,70495384,670,"*",7.57,3.93,8.51,-4.58,1.24e-52,3.4e-49,"chr15_70494715_70495384"
"chr11",66818349,66818866,518,"*",7.67,2.52,8.65,-6.13,1.43e-52,3.86e-49,"chr11_66818349_66818866"
"chr1",83692396,83693592,1197,"*",7.91,8.83,4.81,4.02,1.91e-52,5.11e-49,"chr1_83692396_83693592"
"chr1",206416266,206416889,624,"*",7.87,4.99,8.77,-3.78,3.47e-52,9.2e-49,"chr1_206416266_206416889"
"chr11",60710545,60711618,1074,"*",7.86,5.13,8.75,-3.62,4.65e-52,1.22e-48,"chr11_60710545_60711618"
"chr1",43206771,43207367,597,"*",8.41,6.43,9.21,-2.78,5.16e-52,1.34e-48,"chr1_43206771_43207367"
"chr2",188517931,188518427,497,"*",7.73,2.37,8.71,-6.34,7.42e-52,1.9e-48,"chr2_188517931_188518427"
"chr9",127388244,127388889,646,"*",7.59,3.58,8.55,-4.96,8.12e-52,2.06e-48,"chr9_127388244_127388889"
"chr3",124409691,124410351,661,"*",7.51,2.97,8.48,-5.51,1.33e-51,3.32e-48,"chr3_124409691_124410351"
"chr3",122489766,122490357,592,"*",7.86,2.34,8.85,-6.51,1.37e-51,3.4e-48,"chr3_122489766_122490357"
"chr8",20234494,20235110,617,"*",7.96,8.93,3.21,5.72,2.13e-51,5.22e-48,"chr8_20234494_20235110"
"chr16",81585832,81586834,1003,"*",7.74,4.88,8.64,-3.76,2.35e-51,5.71e-48,"chr16_81585832_81586834"
"chr16",55499962,55500612,651,"*",7.5,3.34,8.46,-5.12,2.44e-51,5.86e-48,"chr16_55499962_55500612"
"chr5",110916444,110917472,1029,"*",7.71,4.73,8.61,-3.88,3.26e-51,7.75e-48,"chr5_110916444_110917472"
"chr9",123364401,123364886,486,"*",7.76,2.26,8.74,-6.48,3.36e-51,7.91e-48,"chr9_123364401_123364886"
"chr11",64888865,64889303,439,"*",7.99,5.33,8.87,-3.54,3.91e-51,9.11e-48,"chr11_64888865_64889303"
"chr9",95856996,95857808,813,"*",7.65,4.49,8.56,-4.07,5.03e-51,1.16e-47,"chr9_95856996_95857808"
"chr3",194312710,194313210,501,"*",7.51,3.83,8.46,-4.62,5.87e-51,1.34e-47,"chr3_194312710_194313210"
"chr1",28510442,28511958,1517,"*",7.88,8.79,4.67,4.13,1.12e-50,2.53e-47,"chr1_28510442_28511958"
"chr20",19993078,19993876,799,"*",7.99,5.41,8.86,-3.45,1.43e-50,3.21e-47,"chr20_19993078_19993876"
"chr7",30911507,30911986,480,"*",7.73,4.84,8.63,-3.79,2.97e-50,6.59e-47,"chr7_30911507_30911986"
"chr5",168875798,168876302,505,"*",7.51,3.24,8.47,-5.23,4.14e-50,9.1e-47,"chr5_168875798_168876302"
"chr2",172335409,172336549,1141,"*",7.67,4.47,8.58,-4.12,4.89e-50,1.07e-46,"chr2_172335409_172336549"
"chr3",58386799,58387603,805,"*",7.58,4.47,8.5,-4.02,5.95e-50,1.28e-46,"chr3_58386799_58387603"
"chr17",16443677,16444615,939,"*",7.8,8.75,3.94,4.81,7.84e-50,1.68e-46,"chr17_16443677_16444615"
"chr11",20000336,20000970,635,"*",7.75,8.68,4.18,4.5,8.92e-50,1.89e-46,"chr11_20000336_20000970"
"chr6",53765291,53765764,474,"*",8.06,1.7,9.06,-7.36,9.93e-50,2.08e-46,"chr6_53765291_53765764"
"chr8",133033120,133033780,661,"*",7.53,3.19,8.49,-5.3,1.06e-49,2.21e-46,"chr8_133033120_133033780"
"chr17",38609415,38609904,490,"*",7.76,8.7,4.26,4.43,1.24e-49,2.57e-46,"chr17_38609415_38609904"
"chr1",33220962,33221719,758,"*",7.47,4.09,8.4,-4.3,1.26e-49,2.58e-46,"chr1_33220962_33221719"
"chr8",133197468,133198054,587,"*",8.02,5.48,8.89,-3.41,1.55e-49,3.13e-46,"chr8_133197468_133198054"
"chr3",187281080,187281806,727,"*",7.53,4.22,8.45,-4.23,1.86e-49,3.74e-46,"chr3_187281080_187281806"
"chr10",14653596,14654122,527,"*",7.81,5.12,8.7,-3.58,2.24e-49,4.46e-46,"chr10_14653596_14654122"
"chr12",12979542,12980074,533,"*",7.41,3.69,8.35,-4.67,3.21e-49,6.35e-46,"chr12_12979542_12980074"
"chr8",118414819,118416041,1223,"*",7.82,5.26,8.69,-3.44,4.45e-49,8.71e-46,"chr8_118414819_118416041"
"chr19",13817660,13818328,669,"*",7.96,8.86,4.94,3.93,7.44e-49,1.45e-45,"chr19_13817660_13818328"
"chr10",103491851,103492423,573,"*",7.66,4.7,8.56,-3.86,1.22e-48,2.35e-45,"chr10_103491851_103492423"
"chr16",57775504,57776175,672,"*",8.19,9.02,5.96,3.06,1.67e-48,3.19e-45,"chr16_57775504_57776175"
"chr9",128215871,128216469,599,"*",7.55,3.66,8.5,-4.85,1.82e-48,3.45e-45,"chr9_128215871_128216469"
"chr1",208184392,208184889,498,"*",7.49,3.5,8.44,-4.94,1.91e-48,3.57e-45,"chr1_208184392_208184889"
"chr17",50209872,50210634,763,"*",9.03,7.47,9.76,-2.3,1.92e-48,3.57e-45,"chr17_50209872_50210634"
"chr17",31571292,31571851,560,"*",7.43,3.08,8.4,-5.32,2.56e-48,4.73e-45,"chr17_31571292_31571851"
"chr1",26771483,26772290,808,"*",7.86,5.32,8.74,-3.42,2.63e-48,4.84e-45,"chr1_26771483_26772290"
"chr3",57130658,57131296,639,"*",7.71,8.65,4.06,4.59,2.77e-48,5.05e-45,"chr3_57130658_57131296"
"chr2",7191755,7192455,701,"*",7.43,3.78,8.37,-4.6,3.17e-48,5.7e-45,"chr2_7191755_7192455"
"chr1",158010406,158011269,864,"*",7.87,5.4,8.73,-3.33,3.18e-48,5.7e-45,"chr1_158010406_158011269"
"chr19",44741829,44742366,538,"*",7.94,5.08,8.84,-3.75,3.73e-48,6.64e-45,"chr19_44741829_44742366"
"chr18",46088471,46089069,599,"*",7.46,4.2,8.38,-4.18,3.85e-48,6.79e-45,"chr18_46088471_46089069"
"chr8",126588499,126589024,526,"*",7.69,4.32,8.62,-4.3,6.38e-48,1.12e-44,"chr8_126588499_126589024"
"chrX",1452951,1453802,852,"*",8.97,7.23,9.74,-2.51,7.37e-48,1.28e-44,"chrX_1452951_1453802"
"chr3",58059171,58060026,856,"*",7.59,4.62,8.5,-3.88,1.09e-47,1.88e-44,"chr3_58059171_58060026"
"chr2",74991773,74992430,658,"*",7.54,4.26,8.47,-4.2,1.17e-47,2e-44,"chr2_74991773_74992430"
"chr14",31991870,31992412,543,"*",7.94,1.64,8.93,-7.28,1.32e-47,2.25e-44,"chr14_31991870_31992412"
"chr20",50724772,50725340,569,"*",8.22,6.08,9.05,-2.97,1.43e-47,2.42e-44,"chr20_50724772_50725340"
"chr10",78588129,78588677,549,"*",7.87,1.92,8.86,-6.94,2.17e-47,3.64e-44,"chr10_78588129_78588677"
"chr12",48021709,48022214,506,"*",7.73,8.65,4.46,4.19,3.54e-47,5.9e-44,"chr12_48021709_48022214"
"chr14",74514594,74515147,554,"*",7.42,4.18,8.35,-4.16,3.81e-47,6.3e-44,"chr14_74514594_74515147"
"chr8",30284440,30284917,478,"*",7.51,4.39,8.43,-4.04,3.85e-47,6.33e-44,"chr8_30284440_30284917"
"chr10",104330195,104330666,472,"*",7.33,3.27,8.28,-5.01,4.52e-47,7.37e-44,"chr10_104330195_104330666"
"chr1",2322125,2322768,644,"*",8.22,6.1,9.04,-2.94,4.86e-47,7.87e-44,"chr1_2322125_2322768"
"chr1",192539615,192540090,476,"*",7.49,4.37,8.4,-4.03,5.31e-47,8.53e-44,"chr1_192539615_192540090"
"chr6",104613450,104614008,559,"*",7.46,2.46,8.44,-5.98,6.85e-47,1.09e-43,"chr6_104613450_104614008"
"chr2",85998285,85999021,737,"*",7.65,5.02,8.53,-3.52,7.41e-47,1.17e-43,"chr2_85998285_85999021"
"chr9",134707056,134707801,746,"*",7.41,4.03,8.34,-4.31,1.26e-46,1.98e-43,"chr9_134707056_134707801"
"chr15",55267310,55267889,580,"*",7.8,1.82,8.79,-6.97,1.59e-46,2.49e-43,"chr15_55267310_55267889"
"chr2",189657980,189658587,608,"*",7.56,4.48,8.48,-3.99,1.87e-46,2.91e-43,"chr2_189657980_189658587"
"chr19",50794395,50795779,1385,"*",7.93,8.81,5.28,3.53,2.01e-46,3.11e-43,"chr19_50794395_50795779"
"chr16",1960644,1961535,892,"*",8.02,8.9,5.39,3.5,2.53e-46,3.87e-43,"chr16_1960644_1961535"
"chr16",48127016,48127617,602,"*",7.48,3.29,8.44,-5.14,2.92e-46,4.42e-43,"chr16_48127016_48127617"
"chr10",133237254,133238066,813,"*",7.7,8.65,3.78,4.87,2.92e-46,4.42e-43,"chr10_133237254_133238066"
"chr3",125129210,125129874,665,"*",7.29,3.31,8.25,-4.93,3.42e-46,5.15e-43,"chr3_125129210_125129874"
"chr1",55428908,55429577,670,"*",7.8,5.32,8.67,-3.35,3.59e-46,5.36e-43,"chr1_55428908_55429577"
"chr20",62485052,62485633,582,"*",8.12,5.82,8.96,-3.14,4.19e-46,6.22e-43,"chr20_62485052_62485633"
"chr11",63012418,63012863,446,"*",7.34,3.1,8.3,-5.2,5.2e-46,7.67e-43,"chr11_63012418_63012863"
"chr8",47479366,47480332,967,"*",7.59,4.49,8.5,-4.01,5.56e-46,8.16e-43,"chr8_47479366_47480332"
"chr4",6942289,6942939,651,"*",7.38,4.04,8.31,-4.26,6.15e-46,8.97e-43,"chr4_6942289_6942939"
"chr18",80033839,80034363,525,"*",9.1,7.76,9.79,-2.02,6.45e-46,9.33e-43,"chr18_80033839_80034363"
"chr3",112084907,112085333,427,"*",7.29,3.45,8.23,-4.79,8.2e-46,1.18e-42,"chr3_112084907_112085333"
"chr17",60573321,60573993,673,"*",7.34,3.5,8.29,-4.79,1.04e-45,1.49e-42,"chr17_60573321_60573993"
"chr4",105997946,105998590,645,"*",7.46,2.31,8.44,-6.13,1.32e-45,1.88e-42,"chr4_105997946_105998590"
"chr2",223744397,223745012,616,"*",7.57,2.48,8.54,-6.06,1.49e-45,2.11e-42,"chr2_223744397_223745012"
"chr6",158856194,158856702,509,"*",7.39,2.63,8.37,-5.73,1.7e-45,2.38e-42,"chr6_158856194_158856702"
"chr9",97747387,97748080,694,"*",7.35,2.77,8.32,-5.55,1.91e-45,2.66e-42,"chr9_97747387_97748080"
"chr3",32780699,32781783,1085,"*",8.47,9.26,6.56,2.7,2.16e-45,3e-42,"chr3_32780699_32781783"
"chr20",50321206,50321862,657,"*",8.89,7.43,9.6,-2.17,2.43e-45,3.35e-42,"chr20_50321206_50321862"
"chr22",17198587,17199718,1132,"*",7.72,8.62,4.7,3.92,3.9e-45,5.34e-42,"chr22_17198587_17199718"
"chr4",152590217,152590689,473,"*",7.48,2.18,8.46,-6.29,4.45e-45,6.07e-42,"chr4_152590217_152590689"
"chr16",89565274,89566396,1123,"*",8.19,9.02,6.03,2.99,4.83e-45,6.55e-42,"chr16_89565274_89566396"
"chr17",10114786,10115571,786,"*",7.76,5.23,8.63,-3.41,4.86e-45,6.55e-42,"chr17_10114786_10115571"
"chr6",166167570,166168715,1146,"*",7.61,8.56,3.79,4.77,4.91e-45,6.58e-42,"chr6_166167570_166168715"
"chr2",222290880,222291482,603,"*",7.63,8.56,4.26,4.3,4.94e-45,6.59e-42,"chr2_222290880_222291482"
"chr11",47004645,47005155,511,"*",7.37,3.37,8.33,-4.96,5.75e-45,7.62e-42,"chr11_47004645_47005155"
"chr1",31712588,31713072,485,"*",7.34,3.62,8.28,-4.66,6.05e-45,7.97e-42,"chr1_31712588_31713072"
"chr2",205696857,205697587,731,"*",7.29,3.18,8.25,-5.07,6.25e-45,8.19e-42,"chr2_205696857_205697587"
"chr12",53274071,53274620,550,"*",7.35,2.63,8.32,-5.69,8.97e-45,1.17e-41,"chr12_53274071_53274620"
"chr11",130671888,130672869,982,"*",7.78,4.95,8.67,-3.72,9.31e-45,1.21e-41,"chr11_130671888_130672869"
"chr9",87290230,87290955,726,"*",7.38,3.94,8.31,-4.37,9.37e-45,1.21e-41,"chr9_87290230_87290955"
"chr22",27239058,27239704,647,"*",7.54,4.69,8.44,-3.75,1.27e-44,1.62e-41,"chr22_27239058_27239704"
"chr6",149209865,149210977,1113,"*",7.62,1.92,8.6,-6.69,1.61e-44,2.05e-41,"chr6_149209865_149210977"
"chr2",219387736,219388474,739,"*",9.28,7.65,10.02,-2.37,1.64e-44,2.08e-41,"chr2_219387736_219388474"
"chr20",38084450,38085012,563,"*",7.74,1.8,8.73,-6.92,1.68e-44,2.11e-41,"chr20_38084450_38085012"
"chr19",15233049,15233492,444,"*",7.58,8.53,3.73,4.8,1.69e-44,2.12e-41,"chr19_15233049_15233492"
"chr20",32475106,32475929,824,"*",8.45,6.63,9.22,-2.59,1.86e-44,2.32e-41,"chr20_32475106_32475929"
"chr6",41519681,41520319,639,"*",7.62,5.03,8.49,-3.46,2.36e-44,2.92e-41,"chr6_41519681_41520319"
"chr10",89392207,89393465,1259,"*",7.56,4.77,8.45,-3.68,3.48e-44,4.29e-41,"chr10_89392207_89393465"
"chr15",83365263,83365850,588,"*",7.43,4.24,8.35,-4.1,3.73e-44,4.58e-41,"chr15_83365263_83365850"
"chr7",130489186,130489669,484,"*",7.67,1.92,8.66,-6.74,4.42e-44,5.4e-41,"chr7_130489186_130489669"
"chr5",150377521,150378507,987,"*",7.78,5.21,8.65,-3.44,4.72e-44,5.73e-41,"chr5_150377521_150378507"
"chr19",1252993,1253639,647,"*",8.2,6.28,8.99,-2.71,4.95e-44,5.98e-41,"chr19_1252993_1253639"
"chr1",223706097,223707040,944,"*",7.27,3.66,8.21,-4.56,5.35e-44,6.43e-41,"chr1_223706097_223707040"
"chr9",69131592,69132136,545,"*",7.36,2.35,8.34,-5.99,6.55e-44,7.83e-41,"chr9_69131592_69132136"
"chr3",61688299,61689047,749,"*",7.62,8.53,4.5,4.03,7.77e-44,9.24e-41,"chr3_61688299_61689047"
"chr1",223022621,223023344,724,"*",8.33,9.11,6.45,2.66,7.96e-44,9.42e-41,"chr1_223022621_223023344"
"chr3",39146963,39147465,503,"*",7.85,5.35,8.71,-3.37,8.22e-44,9.68e-41,"chr3_39146963_39147465"
"chr16",84829176,84829624,449,"*",7.34,3.32,8.3,-4.97,1.03e-43,1.21e-40,"chr16_84829176_84829624"
"chr8",126628248,126628922,675,"*",7.21,3.27,8.16,-4.89,1.08e-43,1.26e-40,"chr8_126628248_126628922"
"chr16",71426154,71426842,689,"*",8.23,9.04,6.28,2.76,1.27e-43,1.47e-40,"chr16_71426154_71426842"
"chr11",46912614,46913409,796,"*",7.88,8.74,5.47,3.27,1.68e-43,1.93e-40,"chr11_46912614_46913409"
"chr3",8486839,8487393,555,"*",7.25,3.01,8.22,-5.21,1.85e-43,2.12e-40,"chr3_8486839_8487393"
"chr17",48513689,48514459,771,"*",7.67,5.25,8.53,-3.28,1.86e-43,2.13e-40,"chr17_48513689_48514459"
"chr3",108006242,108006775,534,"*",7.25,3.48,8.2,-4.72,2.16e-43,2.46e-40,"chr3_108006242_108006775"
"chr6",10441077,10441703,627,"*",7.21,2.97,8.17,-5.2,2.25e-43,2.55e-40,"chr6_10441077_10441703"
"chr12",4068938,4069483,546,"*",7.24,3.22,8.19,-4.97,2.32e-43,2.6e-40,"chr12_4068938_4069483"
"chr16",78244245,78244805,561,"*",7.21,2.95,8.17,-5.22,2.32e-43,2.6e-40,"chr16_78244245_78244805"
"chr10",78260156,78260724,569,"*",7.33,4.17,8.25,-4.07,2.47e-43,2.75e-40,"chr10_78260156_78260724"
"chr20",61436664,61437443,780,"*",7.6,8.53,4.15,4.38,2.89e-43,3.21e-40,"chr20_61436664_61437443"
"chr16",3171791,3172343,553,"*",7.56,8.49,4.11,4.38,3e-43,3.32e-40,"chr16_3171791_3172343"
"chr17",18224661,18225302,642,"*",8.05,8.88,5.82,3.06,3.37e-43,3.7e-40,"chr17_18224661_18225302"
"chr17",48503422,48504467,1046,"*",8.01,5.63,8.86,-3.23,3.81e-43,4.17e-40,"chr17_48503422_48504467"
"chr10",122163161,122163931,771,"*",7.71,8.6,4.98,3.63,3.83e-43,4.17e-40,"chr10_122163161_122163931"
"chr5",57316858,57317445,588,"*",7.33,4.25,8.25,-3.99,3.9e-43,4.23e-40,"chr5_57316858_57317445"
"chr10",14185283,14185970,688,"*",7.92,8.8,5.29,3.51,4.39e-43,4.74e-40,"chr10_14185283_14185970"
"chr2",202148999,202149871,873,"*",7.71,8.62,4.68,3.93,4.9e-43,5.26e-40,"chr2_202148999_202149871"
"chr19",49338840,49339774,935,"*",8.6,9.38,6.73,2.65,5.18e-43,5.54e-40,"chr19_49338840_49339774"
"chr10",121078738,121079237,500,"*",7.42,4.3,8.33,-4.03,5.27e-43,5.61e-40,"chr10_121078738_121079237"
"chr16",352782,353381,600,"*",9,7.41,9.73,-2.32,6.92e-43,7.33e-40,"chr16_352782_353381"
"chr19",6216904,6217829,926,"*",8.29,6.37,9.08,-2.71,7.27e-43,7.67e-40,"chr19_6216904_6217829"
