spearman,distanceToTSS,gene,PeakID,Symbol
0.8222982298229823,-62898,ENSGALG00000001124,17-9459258-9459657,LHX2
0.6873327332733273,-35255,ENSGALG00000001124,17-9486901-9487300,LHX2
-0.813921392139214,-33573,ENSGALG00000001124,17-9488583-9488982,LHX2
0.34657065706570656,-24820,ENSGALG00000001124,17-9497336-9497735,LHX2
0.7356135613561355,-12482,ENSGALG00000001124,17-9509674-9510073,LHX2
-0.02264626462646265,-9891,ENSGALG00000001124,17-9512265-9512664,LHX2
-0.8136224209354056,-8746,ENSGALG00000001124,17-9513410-9513809,LHX2
-0.813921392139214,-1303,ENSGALG00000001124,17-9520853-9521252,LHX2
-0.10810681068106812,0,ENSGALG00000001124,17-9523285-9523684,LHX2
0.813921392139214,1045,ENSGALG00000001124,17-9525598-9525997,LHX2
-0.7986678667866788,2828,ENSGALG00000001124,17-9527381-9527780,LHX2
0.2325112511251125,4030,ENSGALG00000001124,17-9528583-9528982,LHX2
-0.813921392139214,6650,ENSGALG00000001124,17-9531203-9531602,LHX2
0.1484068406840684,14876,ENSGALG00000001124,17-9539429-9539828,LHX2
0.03571557155715572,28533,ENSGALG00000001124,17-9553086-9553485,LHX2
-0.8379357935793579,29410,ENSGALG00000001124,17-9553963-9554362,LHX2
-0.813921392139214,36590,ENSGALG00000001124,17-9561143-9561542,LHX2
-0.8716351635163516,37468,ENSGALG00000001124,17-9562021-9562420,LHX2
-0.813921392139214,44921,ENSGALG00000001124,17-9569474-9569873,LHX2
0.5832943294329433,51021,ENSGALG00000001124,17-9575574-9575973,LHX2
0.8257434185581674,53925,ENSGALG00000001124,17-9578478-9578877,LHX2
-0.813921392139214,54943,ENSGALG00000001124,17-9579496-9579895,LHX2
0.813921392139214,55913,ENSGALG00000001124,17-9580466-9580865,LHX2
0.3661806180618062,59089,ENSGALG00000001124,17-9583642-9584041,LHX2
0.813921392139214,65621,ENSGALG00000001124,17-9590174-9590573,LHX2
-0.8001200120012001,71330,ENSGALG00000001124,17-9595883-9596282,LHX2
0.813921392139214,73099,ENSGALG00000001124,17-9597652-9598051,LHX2
-0.9052145214521453,79555,ENSGALG00000001124,17-9604108-9604507,LHX2
0.7866546654665466,82695,ENSGALG00000001124,17-9607248-9607647,LHX2
0.8765916591659166,88295,ENSGALG00000001124,17-9612848-9613247,LHX2
0.44475247524752476,89260,ENSGALG00000001124,17-9613813-9614212,LHX2
-0.813921392139214,89712,ENSGALG00000001124,17-9614265-9614664,LHX2
-0.16374437443744375,90949,ENSGALG00000001124,17-9615502-9615901,LHX2
0.48902490249024905,92729,ENSGALG00000001124,17-9617282-9617681,LHX2
-0.813921392139214,94987,ENSGALG00000001124,17-9619540-9619939,LHX2
0.2625742574257426,98312,ENSGALG00000001124,17-9622865-9623264,LHX2
0.813921392139214,100430,ENSGALG00000001124,17-9624983-9625382,LHX2
0.33914191419141915,103184,ENSGALG00000001124,17-9627737-9628136,LHX2
0.5727212721272128,111280,ENSGALG00000001124,17-9635833-9636232,LHX2
-0.22645064506450643,116369,ENSGALG00000001124,17-9640922-9641321,LHX2
0.7258685868586859,125101,ENSGALG00000001124,17-9649654-9650053,LHX2
-0.11566756675667567,127113,ENSGALG00000001124,17-9651666-9652065,LHX2
-0.813921392139214,127916,ENSGALG00000001124,17-9652469-9652868,LHX2
-0.9079747974797481,133314,ENSGALG00000001124,17-9657867-9658266,LHX2
-0.966012601260126,84162,ENSGALG00000001387,19-3129113-3129512,SPNS2
0.5885388538853885,81332,ENSGALG00000001387,19-3131943-3132342,SPNS2
-0.5885388538853885,67078,ENSGALG00000001387,19-3146197-3146596,SPNS2
-0.4250225022502251,60339,ENSGALG00000001387,19-3152936-3153335,SPNS2
0.5885388538853885,44281,ENSGALG00000001387,19-3168994-3169393,SPNS2
-0.22012601260126013,42984,ENSGALG00000001387,19-3170291-3170690,SPNS2
-0.6221422142214221,22942,ENSGALG00000001387,19-3190333-3190732,SPNS2
0.6525292529252926,0,ENSGALG00000001387,19-3213714-3214113,SPNS2
-0.5885388538853885,-7701,ENSGALG00000001387,19-3223373-3223772,SPNS2
0.435031503150315,-13263,ENSGALG00000001387,19-3228935-3229334,SPNS2
0.24073207320732073,-14721,ENSGALG00000001387,19-3230393-3230792,SPNS2
-0.5813981398139815,-24731,ENSGALG00000001387,19-3240403-3240802,SPNS2
-0.5885388538853885,-36413,ENSGALG00000001387,19-3252085-3252484,SPNS2
0.6159375937593761,-45878,ENSGALG00000001387,19-3261550-3261949,SPNS2
-0.20478847884788481,-56832,ENSGALG00000001387,19-3272504-3272903,SPNS2
-0.5885388538853885,-58415,ENSGALG00000001387,19-3274087-3274486,SPNS2
0.5885388538853885,-64723,ENSGALG00000001387,19-3280395-3280794,SPNS2
0.7097869786978699,-66284,ENSGALG00000001387,19-3281956-3282355,SPNS2
0.7501110111011101,86302,ENSGALG00000001512,26-3305161-3305560,KCND3
0.8873687368736873,80029,ENSGALG00000001512,26-3311434-3311833,KCND3
0.7501110111011101,74628,ENSGALG00000001512,26-3316835-3317234,KCND3
0.7501110111011101,66470,ENSGALG00000001512,26-3324993-3325392,KCND3
0.25950195019501954,65713,ENSGALG00000001512,26-3325750-3326149,KCND3
0.7501110111011101,60772,ENSGALG00000001512,26-3330691-3331090,KCND3
0.7501110111011101,54159,ENSGALG00000001512,26-3337304-3337703,KCND3
0.46063006300630066,52437,ENSGALG00000001512,26-3339026-3339425,KCND3
-0.960984098409841,49921,ENSGALG00000001512,26-3341542-3341941,KCND3
0.2475607560756076,46232,ENSGALG00000001512,26-3345231-3345630,KCND3
0.7501110111011101,44478,ENSGALG00000001512,26-3346985-3347384,KCND3
0.05568556855685569,43856,ENSGALG00000001512,26-3347607-3348006,KCND3
-0.5347374737473747,43251,ENSGALG00000001512,26-3348212-3348611,KCND3
0.7501110111011101,36354,ENSGALG00000001512,26-3355109-3355508,KCND3
-0.1426102610261026,29167,ENSGALG00000001512,26-3362296-3362695,KCND3
-0.9178157815781579,27038,ENSGALG00000001512,26-3364425-3364824,KCND3
-0.8575337533753375,21729,ENSGALG00000001512,26-3369734-3370133,KCND3
-0.97000900090009,11437,ENSGALG00000001512,26-3380026-3380425,KCND3
-0.7501110111011101,9327,ENSGALG00000001512,26-3382136-3382535,KCND3
-0.16874887488748877,176,ENSGALG00000001512,26-3391287-3391686,KCND3
-0.41825382538253825,-2709,ENSGALG00000001512,26-3396569-3396968,KCND3
-0.7501110111011101,-6801,ENSGALG00000001512,26-3400661-3401060,KCND3
0.7258085808580859,-10153,ENSGALG00000001512,26-3404013-3404412,KCND3
-0.6403840384038404,-12650,ENSGALG00000001512,26-3406510-3406909,KCND3
-0.7501110111011101,-15526,ENSGALG00000001512,26-3409386-3409785,KCND3
0.7501110111011101,-25209,ENSGALG00000001512,26-3419069-3419468,KCND3
-0.9959675967596759,-35331,ENSGALG00000001512,26-3429191-3429590,KCND3
0.8124692469246925,-50795,ENSGALG00000001512,26-3444655-3445054,KCND3
0.8837683768376838,-52147,ENSGALG00000001512,26-3446007-3446406,KCND3
0.12236423642364237,-55591,ENSGALG00000001512,26-3449451-3449850,KCND3
-0.07681968196819683,-57636,ENSGALG00000001512,26-3451496-3451895,KCND3
-0.7864386438643864,-60061,ENSGALG00000001512,26-3453921-3454320,KCND3
-0.5599399939994,-63633,ENSGALG00000001512,26-3457493-3457892,KCND3
-0.03266726672667267,-65059,ENSGALG00000001512,26-3458919-3459318,KCND3
-0.15581158115811583,-27643,ENSGALG00000001883,18-4279244-4279643,ST6GALNAC2
-1,-26225,ENSGALG00000001883,18-4280662-4281061,ST6GALNAC2
-0.5163516351635163,-23923,ENSGALG00000001883,18-4282964-4283363,ST6GALNAC2
-0.5009060906090609,-23136,ENSGALG00000001883,18-4283751-4284150,ST6GALNAC2
0.0484968496849685,-22643,ENSGALG00000001883,18-4284244-4284643,ST6GALNAC2
0.015085508550855086,-21333,ENSGALG00000001883,18-4285554-4285953,ST6GALNAC2
1,-18711,ENSGALG00000001883,18-4288176-4288575,ST6GALNAC2
0.804980498049805,-17639,ENSGALG00000001883,18-4289248-4289647,ST6GALNAC2
-1,-15601,ENSGALG00000001883,18-4291286-4291685,ST6GALNAC2
-0.9793939393939395,-12479,ENSGALG00000001883,18-4294408-4294807,ST6GALNAC2
1,-1605,ENSGALG00000001883,18-4305282-4305681,ST6GALNAC2
1,-470,ENSGALG00000001883,18-4306417-4306816,ST6GALNAC2
0.27884788478847883,0,ENSGALG00000001883,18-4307913-4308312,ST6GALNAC2
-1,0,ENSGALG00000001883,18-4308619-4309018,ST6GALNAC2
0.12705670567056707,108,ENSGALG00000001883,18-4309392-4309791,ST6GALNAC2
0.9780436726469072,5588,ENSGALG00000001883,18-4314872-4315271,ST6GALNAC2
-0.45682568256825684,9280,ENSGALG00000001883,18-4318564-4318963,ST6GALNAC2
-1,12100,ENSGALG00000001883,18-4321384-4321783,ST6GALNAC2
0.5523912391239124,111813,ENSGALG00000002223,8-2567846-2568245,LHX9
0.5523912391239124,103345,ENSGALG00000002223,8-2576314-2576713,LHX9
0.7507590759075908,98388,ENSGALG00000002223,8-2581271-2581670,LHX9
0.9918271827182719,76175,ENSGALG00000002223,8-2603484-2603883,LHX9
-0.5523912391239124,70140,ENSGALG00000002223,8-2609519-2609918,LHX9
-0.5523912391239124,65767,ENSGALG00000002223,8-2613892-2614291,LHX9
-0.624926492649265,63621,ENSGALG00000002223,8-2616038-2616437,LHX9
-0.6244104410441044,58776,ENSGALG00000002223,8-2620883-2621282,LHX9
-0.31663966396639665,57118,ENSGALG00000002223,8-2622541-2622940,LHX9
0.40393639363936396,28389,ENSGALG00000002223,8-2651270-2651669,LHX9
-0.5523912391239124,23903,ENSGALG00000002223,8-2655756-2656155,LHX9
-0.5523912391239124,18841,ENSGALG00000002223,8-2660818-2661217,LHX9
-0.5523912391239124,10621,ENSGALG00000002223,8-2669038-2669437,LHX9
0.12550855085508553,9706,ENSGALG00000002223,8-2669953-2670352,LHX9
0.5150555055505551,5158,ENSGALG00000002223,8-2674501-2674900,LHX9
0.5523912391239124,4309,ENSGALG00000002223,8-2675350-2675749,LHX9
-0.1817101710171017,3532,ENSGALG00000002223,8-2676127-2676526,LHX9
0.9725772577257725,0,ENSGALG00000002223,8-2679713-2680112,LHX9
0.8178697869786979,0,ENSGALG00000002223,8-2680179-2680578,LHX9
0.9431983198319833,0,ENSGALG00000002223,8-2681647-2682046,LHX9
0.8531053105310531,-553,ENSGALG00000002223,8-2682609-2683008,LHX9
0.9773417341734174,-3821,ENSGALG00000002223,8-2685877-2686276,LHX9
0.7432463246324633,-4610,ENSGALG00000002223,8-2686666-2687065,LHX9
0.5523912391239124,-5619,ENSGALG00000002223,8-2687675-2688074,LHX9
0.4546294629462947,-6675,ENSGALG00000002223,8-2688731-2689130,LHX9
-0.6776837683768376,-7587,ENSGALG00000002223,8-2689643-2690042,LHX9
-0.5523912391239124,-14896,ENSGALG00000002223,8-2696952-2697351,LHX9
0.6204620462046204,-16225,ENSGALG00000002223,8-2698281-2698680,LHX9
-0.9521272127212722,-20394,ENSGALG00000002223,8-2702450-2702849,LHX9
0.9058745874587459,-35917,ENSGALG00000002223,8-2717973-2718372,LHX9
0.31692769276927696,-38961,ENSGALG00000002223,8-2721017-2721416,LHX9
0.886012601260126,-40163,ENSGALG00000002223,8-2722219-2722618,LHX9
-0.5113591359135914,-45479,ENSGALG00000002223,8-2727535-2727934,LHX9
0.8105130513051305,-54899,ENSGALG00000002223,8-2736955-2737354,LHX9
0.9892709270927093,-59050,ENSGALG00000002223,8-2741106-2741505,LHX9
-0.36471647164716475,-70335,ENSGALG00000002223,8-2752391-2752790,LHX9
-0.8191059105910592,-85216,ENSGALG00000002223,8-2767272-2767671,LHX9
0.9361896189618962,-88308,ENSGALG00000002223,8-2770364-2770763,LHX9
0.5088388838883888,-92216,ENSGALG00000002223,8-2774272-2774671,LHX9
-0.3809300930093009,-109058,ENSGALG00000002395,6-4913987-4914386,NA
0.9951395139513952,-39169,ENSGALG00000002395,6-4983876-4984275,NA
0.06541854185418543,-25696,ENSGALG00000002395,6-4997349-4997748,NA
0.3542874287428743,-9459,ENSGALG00000002395,6-5013586-5013985,NA
0.8624782478247826,-7657,ENSGALG00000002395,6-5015388-5015787,NA
0.860990099009901,21015,ENSGALG00000002395,6-5046457-5046856,NA
0.4251785178517852,-31395,ENSGALG00000002708,10-3179447-3179846,LINGO1
0.414989498949895,-29304,ENSGALG00000002708,10-3181538-3181937,LINGO1
1,-23646,ENSGALG00000002708,10-3187196-3187595,LINGO1
-0.04601260126012601,-20655,ENSGALG00000002708,10-3190187-3190586,LINGO1
1,-19417,ENSGALG00000002708,10-3191425-3191824,LINGO1
-0.07660366036603661,-18594,ENSGALG00000002708,10-3192248-3192647,LINGO1
1,-17250,ENSGALG00000002708,10-3193592-3193991,LINGO1
1,-16509,ENSGALG00000002708,10-3194333-3194732,LINGO1
0.08082808280828083,-15917,ENSGALG00000002708,10-3194925-3195324,LINGO1
0.8945334533453346,-6512,ENSGALG00000002708,10-3204330-3204729,LINGO1
0.7764296429642965,0,ENSGALG00000002708,10-3211841-3212240,LINGO1
0.09903390339033903,0,ENSGALG00000002708,10-3213026-3213425,LINGO1
-0.9817101710171018,4190,ENSGALG00000002708,10-3217429-3217828,LINGO1
-0.014389438943894389,4718,ENSGALG00000002708,10-3217957-3218356,LINGO1
0.9301770177017703,5951,ENSGALG00000002708,10-3219190-3219589,LINGO1
0.5163516351635163,8797,ENSGALG00000002708,10-3222036-3222435,LINGO1
1,9675,ENSGALG00000002708,10-3222914-3223313,LINGO1
0.5473147314731474,12314,ENSGALG00000002708,10-3225553-3225952,LINGO1
-1,15714,ENSGALG00000002708,10-3228953-3229352,LINGO1
0.19195919591959196,17648,ENSGALG00000002708,10-3230887-3231286,LINGO1
0.6047284728472847,20094,ENSGALG00000002708,10-3233333-3233732,LINGO1
0.934041404140414,24369,ENSGALG00000002708,10-3237608-3238007,LINGO1
1,34737,ENSGALG00000002708,10-3247976-3248375,LINGO1
0.7068346834683469,36592,ENSGALG00000002708,10-3249831-3250230,LINGO1
-1,44373,ENSGALG00000002708,10-3257612-3258011,LINGO1
0.20712871287128715,47520,ENSGALG00000002708,10-3260759-3261158,LINGO1
-0.015109510951095112,53194,ENSGALG00000002708,10-3266433-3266832,LINGO1
-0.9718571857185719,54426,ENSGALG00000002708,10-3267665-3268064,LINGO1
1,61663,ENSGALG00000002708,10-3274902-3275301,LINGO1
-0.45231323132313234,64913,ENSGALG00000002708,10-3278152-3278551,LINGO1
-0.9845424542454246,69118,ENSGALG00000002708,10-3282357-3282756,LINGO1
0.9153675367536754,71907,ENSGALG00000002708,10-3285146-3285545,LINGO1
0.011533153315331534,72692,ENSGALG00000002708,10-3285931-3286330,LINGO1
-0.013957395739573959,77735,ENSGALG00000002708,10-3290974-3291373,LINGO1
0.8292589258925893,81505,ENSGALG00000002708,10-3294744-3295143,LINGO1
0.39193519351935197,84732,ENSGALG00000002708,10-3297971-3298370,LINGO1
0.8126732673267327,87737,ENSGALG00000002708,10-3300976-3301375,LINGO1
1,92354,ENSGALG00000002708,10-3305593-3305992,LINGO1
0.2501650165016502,101531,ENSGALG00000002708,10-3314770-3315169,LINGO1
0.6299189918991899,106607,ENSGALG00000002708,10-3319846-3320245,LINGO1
0.2637743774377438,110067,ENSGALG00000002708,10-3323306-3323705,LINGO1
-0.45874587458745875,111267,ENSGALG00000002708,10-3324506-3324905,LINGO1
0.9145754575457546,116419,ENSGALG00000002708,10-3329658-3330057,LINGO1
-1,137685,ENSGALG00000002708,10-3350924-3351323,LINGO1
0.11655565556555657,140565,ENSGALG00000002708,10-3353804-3354203,LINGO1
0.7764896489648965,148598,ENSGALG00000002708,10-3361837-3362236,LINGO1
0.9024062406240625,165162,ENSGALG00000002708,10-3378401-3378800,LINGO1
0.6925652565256526,167602,ENSGALG00000002708,10-3380841-3381240,LINGO1
-0.9234323432343234,174334,ENSGALG00000002708,10-3387573-3387972,LINGO1
-1,179831,ENSGALG00000002708,10-3393070-3393469,LINGO1
0.4207020702070207,180468,ENSGALG00000002708,10-3393707-3394106,LINGO1
-0.2042964296429643,182224,ENSGALG00000002708,10-3395463-3395862,LINGO1
-1,189591,ENSGALG00000002708,10-3402830-3403229,LINGO1
-0.47023102310231024,-110196,ENSGALG00000002763,7-2225307-2225706,FRZB
-0.7614041404140415,-89296,ENSGALG00000002763,7-2246207-2246606,FRZB
-0.5154155415541555,-78805,ENSGALG00000002763,7-2256698-2257097,FRZB
0.007200720072007201,-72087,ENSGALG00000002763,7-2263416-2263815,FRZB
-0.8120252025202521,-70765,ENSGALG00000002763,7-2264738-2265137,FRZB
-0.13752175217521753,-58914,ENSGALG00000002763,7-2276589-2276988,FRZB
-0.600960096009601,-57873,ENSGALG00000002763,7-2277630-2278029,FRZB
0.9870867086708671,-57181,ENSGALG00000002763,7-2278322-2278721,FRZB
-0.12669666966696672,-24619,ENSGALG00000002763,7-2310884-2311283,FRZB
-1,-19397,ENSGALG00000002763,7-2316106-2316505,FRZB
-0.5864746474647465,-14197,ENSGALG00000002763,7-2321306-2321705,FRZB
-0.538973897389739,-6678,ENSGALG00000002763,7-2328825-2329224,FRZB
-0.5738133813381339,-3479,ENSGALG00000002763,7-2332024-2332423,FRZB
0.33801380138013803,-2699,ENSGALG00000002763,7-2332804-2333203,FRZB
0.3554035403540354,-2246,ENSGALG00000002763,7-2333257-2333656,FRZB
-0.8636183618361837,-1604,ENSGALG00000002763,7-2333899-2334298,FRZB
-0.025934593459345935,-728,ENSGALG00000002763,7-2334775-2335174,FRZB
1,0,ENSGALG00000002763,7-2335539-2335938,FRZB
0.5967716771677168,0,ENSGALG00000002763,7-2336558-2336957,FRZB
-0.5653885388538854,0,ENSGALG00000002763,7-2337010-2337409,FRZB
-0.8530453045304531,0,ENSGALG00000002763,7-2337891-2338290,FRZB
-1,16969,ENSGALG00000002763,7-2354869-2355268,FRZB
1,19912,ENSGALG00000002763,7-2357812-2358211,FRZB
0.212985298529853,23056,ENSGALG00000002763,7-2360956-2361355,FRZB
1,25326,ENSGALG00000002763,7-2363226-2363625,FRZB
-0.974977497749775,26664,ENSGALG00000002763,7-2364564-2364963,FRZB
-0.9384338433843386,30389,ENSGALG00000002763,7-2368289-2368688,FRZB
-0.9900990099009902,31520,ENSGALG00000002763,7-2369420-2369819,FRZB
-0.05830183018301831,36892,ENSGALG00000002763,7-2374792-2375191,FRZB
-0.8072127212721273,51011,ENSGALG00000002763,7-2388911-2389310,FRZB
-0.16572457245724576,52155,ENSGALG00000002763,7-2390055-2390454,FRZB
1,56402,ENSGALG00000002763,7-2394302-2394701,FRZB
-0.6472007200720072,57963,ENSGALG00000002763,7-2395863-2396262,FRZB
-0.9016861686168617,60646,ENSGALG00000002763,7-2398546-2398945,FRZB
1,66507,ENSGALG00000002763,7-2404407-2404806,FRZB
0.45216921692169215,69439,ENSGALG00000002763,7-2407339-2407738,FRZB
-0.7567116711671168,76876,ENSGALG00000002763,7-2414776-2415175,FRZB
-0.5611761176117612,111186,ENSGALG00000002763,7-2449086-2449485,FRZB
1,117849,ENSGALG00000002763,7-2455749-2456148,FRZB
1,130461,ENSGALG00000002763,7-2468361-2468760,FRZB
1,133620,ENSGALG00000002763,7-2471520-2471919,FRZB
-0.36940894089408943,135878,ENSGALG00000002763,7-2473778-2474177,FRZB
-0.3154155415541554,139817,ENSGALG00000002763,7-2477717-2478116,FRZB
0.13940594059405942,140754,ENSGALG00000002763,7-2478654-2479053,FRZB
1,141616,ENSGALG00000002763,7-2479516-2479915,FRZB
-0.9858145814581459,144766,ENSGALG00000002763,7-2482666-2483065,FRZB
0.5336813681368137,154164,ENSGALG00000002763,7-2492064-2492463,FRZB
-0.6169456945694569,158283,ENSGALG00000002763,7-2496183-2496582,FRZB
-0.9838343834383438,164827,ENSGALG00000002763,7-2502727-2503126,FRZB
-0.996975697569757,168759,ENSGALG00000002763,7-2506659-2507058,FRZB
0.8954455445544555,171621,ENSGALG00000002763,7-2509521-2509920,FRZB
-0.8291269126912691,177160,ENSGALG00000002763,7-2515060-2515459,FRZB
-0.36445244524452447,183894,ENSGALG00000002763,7-2521794-2522193,FRZB
-0.18238223822382238,185780,ENSGALG00000002763,7-2523680-2524079,FRZB
1,190601,ENSGALG00000002763,7-2528501-2528900,FRZB
-0.007872787278727873,191284,ENSGALG00000002763,7-2529184-2529583,FRZB
-0.26532253225322533,194969,ENSGALG00000002763,7-2532869-2533268,FRZB
0.45656165616561656,59932,ENSGALG00000002974,9-9731228-9731627,SPHKAP
-0.8354995499549955,57357,ENSGALG00000002974,9-9733803-9734202,SPHKAP
-0.8354995499549955,31726,ENSGALG00000002974,9-9759434-9759833,SPHKAP
-0.14657065706570657,13445,ENSGALG00000002974,9-9777715-9778114,SPHKAP
0.2090969096909691,0,ENSGALG00000002974,9-9791864-9792263,SPHKAP
-0.8354995499549955,-24857,ENSGALG00000002974,9-9818414-9818813,SPHKAP
-0.8501410141014102,-60718,ENSGALG00000002974,9-9854275-9854674,SPHKAP
0.8104530453045306,-134945,ENSGALG00000002974,9-9928502-9928901,SPHKAP
0.8354995499549955,-136152,ENSGALG00000002974,9-9929709-9930108,SPHKAP
-0.8354995499549955,-173132,ENSGALG00000002974,9-9966689-9967088,SPHKAP
-0.8354995499549955,-181848,ENSGALG00000002974,9-9975405-9975804,SPHKAP
-0.8354995499549955,-183930,ENSGALG00000002974,9-9977487-9977886,SPHKAP
-0.28883288328832885,-190189,ENSGALG00000002974,9-9983746-9984145,SPHKAP
0.13725772577257728,-193809,ENSGALG00000002974,9-9987366-9987765,SPHKAP
0.8793039303930393,-195942,ENSGALG00000002974,9-9989499-9989898,SPHKAP
-0.8354995499549955,-209683,ENSGALG00000002974,9-10003240-10003639,SPHKAP
-0.8354995499549955,-211871,ENSGALG00000002974,9-10005428-10005827,SPHKAP
0.8306030603060307,-227061,ENSGALG00000002974,9-10020618-10021017,SPHKAP
-0.8354995499549955,-229627,ENSGALG00000002974,9-10023184-10023583,SPHKAP
-0.11183918391839184,-234726,ENSGALG00000002974,9-10028283-10028682,SPHKAP
-0.3428502850285029,-90460,ENSGALG00000003105,18-6013787-6014186,ANKFN1
0.3428502850285029,-84951,ENSGALG00000003105,18-6019296-6019695,ANKFN1
-0.45748574857485746,-82847,ENSGALG00000003105,18-6021400-6021799,ANKFN1
0.9414821482148216,-78779,ENSGALG00000003105,18-6025468-6025867,ANKFN1
0.9865346534653466,-73631,ENSGALG00000003105,18-6030616-6031015,ANKFN1
0.6893369336933693,-56744,ENSGALG00000003105,18-6047503-6047902,ANKFN1
-0.3428502850285029,-51881,ENSGALG00000003105,18-6052366-6052765,ANKFN1
-0.6255385538553856,-31855,ENSGALG00000003105,18-6072392-6072791,ANKFN1
0.3428502850285029,-16850,ENSGALG00000003105,18-6087397-6087796,ANKFN1
-0.9576357635763577,-10754,ENSGALG00000003105,18-6093493-6093892,ANKFN1
-0.5052145214521453,-9574,ENSGALG00000003105,18-6094673-6095072,ANKFN1
-0.6551215121512152,-1532,ENSGALG00000003105,18-6102715-6103114,ANKFN1
-0.3428502850285029,14320,ENSGALG00000003105,18-6120964-6121363,ANKFN1
0.5694329432943295,20734,ENSGALG00000003105,18-6127378-6127777,ANKFN1
0.38857485748574855,22234,ENSGALG00000003105,18-6128878-6129277,ANKFN1
0.8856765676567657,47861,ENSGALG00000003105,18-6154505-6154904,ANKFN1
0.9612121212121212,60929,ENSGALG00000003105,18-6167573-6167972,ANKFN1
-0.9394539453945394,66591,ENSGALG00000003105,18-6173235-6173634,ANKFN1
0.3321212121212121,72985,ENSGALG00000003105,18-6179629-6180028,ANKFN1
-0.1095949594959496,80629,ENSGALG00000003105,18-6187273-6187672,ANKFN1
0.6997899789978997,81731,ENSGALG00000003105,18-6188375-6188774,ANKFN1
0.6273867386738674,83204,ENSGALG00000003105,18-6189848-6190247,ANKFN1
0.7966876687668767,83795,ENSGALG00000003105,18-6190439-6190838,ANKFN1
-0.3428502850285029,84718,ENSGALG00000003105,18-6191362-6191761,ANKFN1
0.5916231623162317,336574,ENSGALG00000003126,7-3152743-3153142,ERBB4
0.024506450645064508,258762,ENSGALG00000003126,7-3230555-3230954,ERBB4
0.9124392439243925,255510,ENSGALG00000003126,7-3233807-3234206,ERBB4
-0.3945154515451545,232702,ENSGALG00000003126,7-3256615-3257014,ERBB4
